,Model,Task_Prefix,Dataset_Name,Model_Responses,Gold_Labels,cos_sim_scores,levenshtein_distance,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1,Min_10.0%_Prob,Min_20.0%_Prob,Min_30.0%_Prob,Min_40.0%_Prob,Min_50.0%_Prob
0,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Summarize the following text: ,CNN-DailyMail," He is also a member of the New York City Tech Club, which is a student organization that promotes","Dante de Blasio, 17, to make his decision by the end of the month .
His father has said that despite his six-figure salary the family will struggle to meet cost to send son to Ivy League school .",0.3075790107250213,145.0,0.07894736842105263,0.15789473684210525,0.10526315789473684,0.02702702702702703,0.05555555555555555,0.03636363636363636,0.07894736842105263,0.15789473684210525,0.10526315789473684,13.29172396659851,11.727315690782335,10.984302227313702,10.125020874871147,9.452676751396872
1,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Summarize the following text: ,CNN-DailyMail," The father, Musa, told The Star: 'We were still arguing when I heard a comm","Nurhayada Sofia fell to her death after being dragged by an escalator .
The 6-year-old was shopping with mother at the mall in Pudu, Malaysia .
CCTV shows her playing with the handrail before she slips through gap .
Her mother - who had been on the phone- was said to be inconsolable .",0.1260155737400055,234.0,0.0392156862745098,0.13333333333333333,0.0606060606060606,0.0,0.0,0.0,0.0392156862745098,0.13333333333333333,0.0606060606060606,13.671745777130127,12.212085650517391,11.001320338249206,9.847938502276385,8.885639302870807
2,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Summarize the following text: ,CNN-DailyMail," The court is considering the case, and the Department of Justice is considering the proposed prosecution. The Department","Justice Department prosecuting FedEx over unauthorized shipment of drugs .
Danny Cevallos: FedEx has a strong argument that it shouldn't be held responsible .",0.4075422883033752,114.0,0.17391304347826086,0.2222222222222222,0.1951219512195122,0.0,0.0,0.0,0.08695652173913043,0.1111111111111111,0.0975609756097561,16.69827651977539,15.560777473449708,14.089805006980896,12.609452507712625,11.499924795968193
3,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Summarize the following text: ,CNN-DailyMail," The experiment is to impose this water restriction. The state's water officials are to implement the measures,","California Gov. Jerry Brown ordered state officials Wednesday to impose mandatory water restrictions for the first time in history .
Brown said he signed an executive order requiring measures be implemented to cut water usage by 25 percent compared with 2013 levels .
State water officials found no snow on the ground at the site for their manual survey of the snowpack .
Snow supplies about a third of the state's water .
A higher snowpack translates to more water in California reservoirs to meet demand in summer and fall .",0.5922355651855469,434.0,0.16091954022988506,0.7777777777777778,0.26666666666666666,0.06976744186046512,0.35294117647058826,0.11650485436893203,0.10344827586206896,0.5,0.17142857142857143,12.460722160339355,10.44098162651062,9.018425591786702,8.046911346912385,7.163385737176035
4,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Summarize the following text: ,CNN-DailyMail, 10. Femail reveals the 10 most alcoholic cocktails in the world. According to,"Ernest Hemingway credited for potent absinthe-Champagne cocktail .
The Zombie has three types of rum, Pernod, grenadine and a secret mix .
Bone Dry Martini is 100 per cent alcohol and also known as Pass the Bottle .",0.4309694170951843,174.0,0.1111111111111111,0.3076923076923077,0.163265306122449,0.0,0.0,0.0,0.08333333333333333,0.23076923076923078,0.12244897959183675,17.107470703125,14.750974221663041,13.100777983665466,11.699306097897617,10.591518316950117
5,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Summarize the following text: ,CNN-DailyMail," He also mentioned that he's been working on his fitness and nutrition, and that he's been improving","Liverpool forward Raheem Sterling rejected a £90,000-a-week contract .
The England international has been criticised by his own supporters .
But Sterling insists he pays no attention and is fully focused on his football .",0.1467450261116027,167.0,0.14285714285714285,0.2631578947368421,0.18518518518518517,0.029411764705882353,0.05555555555555555,0.03846153846153846,0.08571428571428572,0.15789473684210525,0.11111111111111112,14.715447425842285,11.767732408311632,9.923863410949707,8.486867454316881,7.590634400194341
6,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Summarize the following text: ,CNN-DailyMail," in his films. Allen's films include 'The Man Who Fell to Earth,' 'The Woman with","The project is hoped to open at the former arts centre, La Llotja .
Friend and producer Jaume Roures of Mediapro is leading the tribute .
The museum follows Allen's Vicky Cristina Barcelona, set in the city .",0.1665322929620742,167.0,0.16666666666666666,0.375,0.23076923076923078,0.02857142857142857,0.06666666666666667,0.04,0.08333333333333333,0.1875,0.11538461538461539,14.927013158798218,13.787950197855631,12.882168769836426,12.341560575697157,11.635945942090904
7,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Summarize the following text: ,CNN-DailyMail, But Finley's alleged scam began to unravel in 2004 when she got on the,"Bobbi Ann House, 39, is currently on-the-run for check fraud .
Her and husband Zackerie House, 27, believed to be camping in Oklahoma .
Allegedly used bad checks worth $13,500 in Oregon, Colorado and Oklahoma .
Bobbi Ann hit headlines in 2010 for marrying at 14 servicemen .
She would move around different military bases stealing money .
Spent at least seven months in prison but was recently released .",0.2955308556556701,350.0,0.08955223880597014,0.4,0.14634146341463417,0.015151515151515152,0.07142857142857142,0.025,0.04477611940298507,0.2,0.07317073170731708,14.397889041900635,12.763081312179565,11.357259642693304,10.20841139118846,9.08143174648285
8,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Summarize the following text: ,CNN-DailyMail," The majority of the video is shot on a 640p HD camera, and the video","Calling himself 'Volcano' rapper is a 31-year-old from war-torn Benghazi .
He is seen standing in front of weapons of war and burning buildings .
He poses with fighters and even carries a massive assault rifle himself .
Video shows Volcano performing on Benghazi's rubble-strewn streets .",0.005302948411554,244.0,0.125,0.4,0.19047619047619047,0.0,0.0,0.0,0.08333333333333333,0.26666666666666666,0.12698412698412698,14.694292863210043,13.394165674845377,12.282346142662895,11.073213120301565,9.829370339711508
9,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Summarize the following text: ,CNN-DailyMail," Marcelo is a key player for Real Madrid, a central defender. He has been with the club","Real Madrid haven't beaten local rivals Atletico in six attempts this season .
They clash in the first leg of the Champions League last eight on Tuesday .
Marcelo says the players are not thinking about their recent record .",0.41373011469841,173.0,0.13157894736842105,0.29411764705882354,0.1818181818181818,0.02702702702702703,0.0625,0.03773584905660377,0.07894736842105263,0.17647058823529413,0.10909090909090909,13.156875610351562,11.307127634684244,10.387938389411339,9.361214558283487,8.62455381046642
