Model,Task_Prefix,Dataset_Name,Model_Responses,Gold_Labels,Min_K_Responses,cos_sim_scores,rouge_sim_scores,levenshtein_distance,GradientBoosting_prediction_x_x_x,GradientBoosting_probability_x_x_x,GradientBoosting_status,LogisticRegression_prediction_x_x_x,LogisticRegression_probability_x_x_x,LogisticRegression_status,RandomForest_prediction_x_x_x,RandomForest_probability_x_x_x,RandomForest_status,GradientBoosting_prediction_y_x_x,GradientBoosting_probability_y_x_x,GradientBoosting_label_x_x,LogisticRegression_prediction_y_x_x,LogisticRegression_probability_y_x_x,LogisticRegression_label_x_x,RandomForest_prediction_y_x_x,RandomForest_probability_y_x_x,RandomForest_label_x_x,GradientBoosting_prediction_x_y_x,GradientBoosting_probability_x_y_x,GradientBoosting_label_y_x,GradientBoosting_label_y.1_x,LogisticRegression_prediction_x_y_x,LogisticRegression_probability_x_y_x,LogisticRegression_label_y_x,LogisticRegression_label_y.1_x,RandomForest_prediction_x_y_x,RandomForest_probability_x_y_x,RandomForest_label_y_x,RandomForest_label_y.1_x,GradientBoosting_prediction_y_y_x,GradientBoosting_probability_y_y_x,GradientBoosting_label_y.2_x,GradientBoosting_label_y.3_x,LogisticRegression_prediction_y_y_x,LogisticRegression_probability_y_y_x,LogisticRegression_label_y.2_x,LogisticRegression_label_y.3_x,RandomForest_prediction_y_y_x,RandomForest_probability_y_y_x,RandomForest_label_y.2_x,RandomForest_label_y.3_x,GradientBoosting_prediction_x,GradientBoosting_probability_x,LogisticRegression_prediction_x,LogisticRegression_probability_x,RandomForest_prediction_x,RandomForest_probability_x,GradientBoosting_prediction_x_x_y,GradientBoosting_probability_x_x_y,GradientBoosting_label,LogisticRegression_prediction_x_x_y,LogisticRegression_probability_x_x_y,LogisticRegression_label,RandomForest_prediction_x_x_y,RandomForest_probability_x_x_y,RandomForest_label,GradientBoosting_prediction_y_x_y,GradientBoosting_probability_y_x_y,GradientBoosting_label_x_y,LogisticRegression_prediction_y_x_y,LogisticRegression_probability_y_x_y,LogisticRegression_label_x_y,RandomForest_prediction_y_x_y,RandomForest_probability_y_x_y,RandomForest_label_x_y,GradientBoosting_prediction_x_y_y,GradientBoosting_probability_x_y_y,GradientBoosting_label_y_y,GradientBoosting_label_y.1_y,LogisticRegression_prediction_x_y_y,LogisticRegression_probability_x_y_y,LogisticRegression_label_y_y,LogisticRegression_label_y.1_y,RandomForest_prediction_x_y_y,RandomForest_probability_x_y_y,RandomForest_label_y_y,RandomForest_label_y.1_y,GradientBoosting_prediction_y_y_y,GradientBoosting_probability_y_y_y,GradientBoosting_label_y.2_y,GradientBoosting_label_y.3_y,LogisticRegression_prediction_y_y_y,LogisticRegression_probability_y_y_y,LogisticRegression_label_y.2_y,LogisticRegression_label_y.3_y,RandomForest_prediction_y_y_y,RandomForest_probability_y_y_y,RandomForest_label_y.2_y,RandomForest_label_y.3_y,GradientBoosting_prediction_y,GradientBoosting_probability_y,LogisticRegression_prediction_y,LogisticRegression_probability_y,RandomForest_prediction_y,RandomForest_probability_y
facebook/opt-1.3b,Summarize the following text: ,Samsum,"
Amanda: Bye bye
Amanda: Bye bye
Amanda: Bye bye
Am",Hannah needs Betty's number but Amanda doesn't have it. She needs to contact Larry.,"{'Min_10.0% Prob': 12.715723991394043, 'Min_20.0% Prob': 10.577953974405924, 'Min_30.0% Prob': 8.998827934265137, 'Min_40.0% Prob': 8.050573348999023, 'Min_50.0% Prob': 7.310522079467773}",0.3128817677497864,"{'rouge1': Score(precision=0.0625, recall=0.1, fmeasure=0.07692307692307693), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0625, recall=0.1, fmeasure=0.07692307692307693)}",62,1.0,0.7849504279688413,Contaminated,1.0,0.704095387823864,Contaminated,1.0,0.7898099049643169,Contaminated,1.0,0.7849504279688413,Likely Contaminated,1.0,0.704095387823864,Likely Contaminated,1.0,0.7898099049643169,Likely Contaminated,1.0,0.7849504279688413,Likely Contaminated,Likely Contaminated,1.0,0.704095387823864,Likely Contaminated,Likely Contaminated,1.0,0.7898099049643169,Likely Contaminated,Likely Contaminated,1.0,0.7849504279688413,Likely Contaminated,Likely Contaminated,1.0,0.704095387823864,Likely Contaminated,Likely Contaminated,1.0,0.7898099049643169,Likely Contaminated,Likely Contaminated,1.0,0.7849504279688413,1.0,0.704095387823864,1.0,0.7898099049643169,1.0,0.7849504279688413,Likely Contaminated,1.0,0.704095387823864,Likely Contaminated,1.0,0.7898099049643169,Likely Contaminated,1.0,0.7849504279688413,Likely Contaminated,1.0,0.704095387823864,Likely Contaminated,1.0,0.7898099049643169,Likely Contaminated,1.0,0.7849504279688413,Likely Contaminated,Likely Contaminated,1.0,0.704095387823864,Likely Contaminated,Likely Contaminated,1.0,0.7898099049643169,Likely Contaminated,Likely Contaminated,1.0,0.7849504279688413,Likely Contaminated,Likely Contaminated,1.0,0.704095387823864,Likely Contaminated,Likely Contaminated,1.0,0.7898099049643169,Likely Contaminated,Likely Contaminated,1.0,0.7849504279688413,1.0,0.704095387823864,1.0,0.7898099049643169
facebook/opt-1.3b,Summarize the following text: ,Samsum,"
Eric: TTYL!
Rob: TTYL!
Eric: TTYL",Eric and Rob are going to watch a stand-up on youtube.,"{'Min_10.0% Prob': 9.798279762268066, 'Min_20.0% Prob': 9.259943008422852, 'Min_30.0% Prob': 7.911423563957214, 'Min_40.0% Prob': 7.326207065582276, 'Min_50.0% Prob': 6.4619075911385675}",0.5036267638206482,"{'rouge1': Score(precision=0.16666666666666666, recall=0.3333333333333333, fmeasure=0.2222222222222222), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.16666666666666666, recall=0.3333333333333333, fmeasure=0.2222222222222222)}",47,1.0,0.8393892486114299,Contaminated,1.0,0.759448107473518,Contaminated,1.0,0.9030812240701088,Contaminated,1.0,0.8393892486114299,Likely Contaminated,1.0,0.759448107473518,Likely Contaminated,1.0,0.9030812240701088,Likely Contaminated,1.0,0.8393892486114299,Likely Contaminated,Likely Contaminated,1.0,0.759448107473518,Likely Contaminated,Likely Contaminated,1.0,0.9030812240701088,Likely Contaminated,Likely Contaminated,1.0,0.8393892486114299,Likely Contaminated,Likely Contaminated,1.0,0.759448107473518,Likely Contaminated,Likely Contaminated,1.0,0.9030812240701088,Likely Contaminated,Likely Contaminated,1.0,0.8393892486114299,1.0,0.759448107473518,1.0,0.9030812240701088,1.0,0.8393892486114299,Likely Contaminated,1.0,0.759448107473518,Likely Contaminated,1.0,0.9030812240701088,Likely Contaminated,1.0,0.8393892486114299,Likely Contaminated,1.0,0.759448107473518,Likely Contaminated,1.0,0.9030812240701088,Likely Contaminated,1.0,0.8393892486114299,Likely Contaminated,Likely Contaminated,1.0,0.759448107473518,Likely Contaminated,Likely Contaminated,1.0,0.9030812240701088,Likely Contaminated,Likely Contaminated,1.0,0.8393892486114299,Likely Contaminated,Likely Contaminated,1.0,0.759448107473518,Likely Contaminated,Likely Contaminated,1.0,0.9030812240701088,Likely Contaminated,Likely Contaminated,1.0,0.8393892486114299,1.0,0.759448107473518,1.0,0.9030812240701088
facebook/opt-1.3b,Summarize the following text: ,Samsum,"

I'm not sure if this is a good example of a ""bad"" example, but",Lenny can't decide which trousers to buy. Bob advised Lenny on that topic. Lenny goes with Bob's advice to pick the trousers that are of best quality.,"{'Min_10.0% Prob': 10.558395067850748, 'Min_20.0% Prob': 8.194583143506732, 'Min_30.0% Prob': 7.350602293014527, 'Min_40.0% Prob': 6.543962921415057, 'Min_50.0% Prob': 6.035055889802821}",-0.0141982706263661,"{'rouge1': Score(precision=0.034482758620689655, recall=0.06666666666666667, fmeasure=0.045454545454545456), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.034482758620689655, recall=0.06666666666666667, fmeasure=0.045454545454545456)}",115,1.0,0.9358202800346668,Contaminated,1.0,0.5734291117941247,Contaminated,1.0,0.9421238691863691,Contaminated,1.0,0.9358202800346668,Likely Contaminated,1.0,0.5734291117941247,Likely Contaminated,1.0,0.9421238691863691,Likely Contaminated,1.0,0.9358202800346668,Likely Contaminated,Likely Contaminated,1.0,0.5734291117941247,Likely Contaminated,Likely Contaminated,1.0,0.9421238691863691,Likely Contaminated,Likely Contaminated,1.0,0.9358202800346668,Likely Contaminated,Likely Contaminated,1.0,0.5734291117941247,Likely Contaminated,Likely Contaminated,1.0,0.9421238691863691,Likely Contaminated,Likely Contaminated,1.0,0.9358202800346668,1.0,0.5734291117941247,1.0,0.9421238691863691,1.0,0.9358202800346668,Likely Contaminated,1.0,0.5734291117941247,Likely Contaminated,1.0,0.9421238691863691,Likely Contaminated,1.0,0.9358202800346668,Likely Contaminated,1.0,0.5734291117941247,Likely Contaminated,1.0,0.9421238691863691,Likely Contaminated,1.0,0.9358202800346668,Likely Contaminated,Likely Contaminated,1.0,0.5734291117941247,Likely Contaminated,Likely Contaminated,1.0,0.9421238691863691,Likely Contaminated,Likely Contaminated,1.0,0.9358202800346668,Likely Contaminated,Likely Contaminated,1.0,0.5734291117941247,Likely Contaminated,Likely Contaminated,1.0,0.9421238691863691,Likely Contaminated,Likely Contaminated,1.0,0.9358202800346667,1.0,0.5734291117941247,1.0,0.9421238691863691
facebook/opt-1.3b,Summarize the following text: ,Samsum,"awaru
Will: bye bye. awaru

Emma:      ",Emma will be home soon and she will let Will know.,"{'Min_10.0% Prob': 9.035184860229492, 'Min_20.0% Prob': 8.638407707214355, 'Min_30.0% Prob': 8.18739096323649, 'Min_40.0% Prob': 7.345251274108887, 'Min_50.0% Prob': 6.565325697263082}",0.5522652864456177,"{'rouge1': Score(precision=0.18181818181818182, recall=0.3333333333333333, fmeasure=0.23529411764705885), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.09090909090909091, recall=0.16666666666666666, fmeasure=0.11764705882352942)}",40,1.0,0.940407455768012,Contaminated,1.0,0.7659834010841233,Contaminated,1.0,0.8862750354277233,Contaminated,1.0,0.940407455768012,Likely Contaminated,1.0,0.7659834010841233,Likely Contaminated,1.0,0.8862750354277233,Likely Contaminated,1.0,0.940407455768012,Likely Contaminated,Likely Contaminated,1.0,0.7659834010841233,Likely Contaminated,Likely Contaminated,1.0,0.8862750354277233,Likely Contaminated,Likely Contaminated,1.0,0.940407455768012,Likely Contaminated,Likely Contaminated,1.0,0.7659834010841233,Likely Contaminated,Likely Contaminated,1.0,0.8862750354277233,Likely Contaminated,Likely Contaminated,1.0,0.940407455768012,1.0,0.7659834010841233,1.0,0.8862750354277233,1.0,0.940407455768012,Likely Contaminated,1.0,0.7659834010841233,Likely Contaminated,1.0,0.8862750354277233,Likely Contaminated,1.0,0.940407455768012,Likely Contaminated,1.0,0.7659834010841233,Likely Contaminated,1.0,0.8862750354277233,Likely Contaminated,1.0,0.940407455768012,Likely Contaminated,Likely Contaminated,1.0,0.7659834010841233,Likely Contaminated,Likely Contaminated,1.0,0.8862750354277233,Likely Contaminated,Likely Contaminated,1.0,0.940407455768012,Likely Contaminated,Likely Contaminated,1.0,0.7659834010841233,Likely Contaminated,Likely Contaminated,1.0,0.8862750354277233,Likely Contaminated,Likely Contaminated,1.0,0.9404074557680119,1.0,0.7659834010841233,1.0,0.8862750354277233
facebook/opt-1.3b,Summarize the following text: ,Samsum,", bye bye!

I'm not sure if this is a joke or not, but I",Jane is in Warsaw. Ollie and Jane has a party. Jane lost her calendar. They will get a lunch this week on Friday. Ollie accidentally called Jane and talked about whisky. Jane cancels lunch. They'll meet for a tea at 6 pm.,"{'Min_10.0% Prob': 10.92846622467041, 'Min_20.0% Prob': 9.341029037128795, 'Min_30.0% Prob': 8.170876532793045, 'Min_40.0% Prob': 7.155901713804766, 'Min_50.0% Prob': 6.493315643734402}",0.1413628607988357,"{'rouge1': Score(precision=0.06976744186046512, recall=0.2, fmeasure=0.10344827586206895), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.046511627906976744, recall=0.13333333333333333, fmeasure=0.06896551724137931)}",188,1.0,0.8271006163726069,Contaminated,1.0,0.6629002550724421,Contaminated,1.0,0.9462889135881934,Contaminated,1.0,0.8271006163726069,Likely Contaminated,1.0,0.6629002550724421,Likely Contaminated,1.0,0.9462889135881934,Likely Contaminated,1.0,0.8271006163726069,Likely Contaminated,Likely Contaminated,1.0,0.6629002550724421,Likely Contaminated,Likely Contaminated,1.0,0.9462889135881934,Likely Contaminated,Likely Contaminated,1.0,0.8271006163726069,Likely Contaminated,Likely Contaminated,1.0,0.6629002550724421,Likely Contaminated,Likely Contaminated,1.0,0.9462889135881934,Likely Contaminated,Likely Contaminated,1.0,0.8271006163726069,1.0,0.6629002550724421,1.0,0.9462889135881934,1.0,0.8271006163726069,Likely Contaminated,1.0,0.6629002550724421,Likely Contaminated,1.0,0.9462889135881934,Likely Contaminated,1.0,0.8271006163726069,Likely Contaminated,1.0,0.6629002550724421,Likely Contaminated,1.0,0.9462889135881934,Likely Contaminated,1.0,0.8271006163726069,Likely Contaminated,Likely Contaminated,1.0,0.6629002550724421,Likely Contaminated,Likely Contaminated,1.0,0.9462889135881934,Likely Contaminated,Likely Contaminated,1.0,0.8271006163726069,Likely Contaminated,Likely Contaminated,1.0,0.6629002550724421,Likely Contaminated,Likely Contaminated,1.0,0.9462889135881934,Likely Contaminated,Likely Contaminated,1.0,0.8271006163726069,1.0,0.6629002550724421,1.0,0.9462889135881934
facebook/opt-1.3b,Summarize the following text: ,Samsum,"
Benjamin: I'll see you then 😊
Hilary: Bye bye!
",Hilary has the keys to the apartment. Benjamin wants to get them and go take a nap. Hilary is having lunch with some French people at La Cantina. Hilary is meeting them at the entrance to the conference hall at 2 pm. Benjamin and Elliot might join them. They're meeting for the drinks in the evening.,"{'Min_10.0% Prob': 9.353558222452799, 'Min_20.0% Prob': 7.937298224522517, 'Min_30.0% Prob': 6.989826440811157, 'Min_40.0% Prob': 6.187737500226056, 'Min_50.0% Prob': 5.623270259183996}",0.512174129486084,"{'rouge1': Score(precision=0.03508771929824561, recall=0.2222222222222222, fmeasure=0.06060606060606061), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.03508771929824561, recall=0.2222222222222222, fmeasure=0.06060606060606061)}",267,1.0,0.6302176244212956,Contaminated,1.0,0.6042870103215214,Contaminated,1.0,0.7185253659839301,Contaminated,1.0,0.6302176244212956,Likely Contaminated,1.0,0.6042870103215214,Likely Contaminated,1.0,0.7185253659839301,Likely Contaminated,1.0,0.6302176244212956,Likely Contaminated,Likely Contaminated,1.0,0.6042870103215214,Likely Contaminated,Likely Contaminated,1.0,0.7185253659839301,Likely Contaminated,Likely Contaminated,1.0,0.6302176244212956,Likely Contaminated,Likely Contaminated,1.0,0.6042870103215214,Likely Contaminated,Likely Contaminated,1.0,0.7185253659839301,Likely Contaminated,Likely Contaminated,1.0,0.6302176244212956,1.0,0.6042870103215214,1.0,0.7185253659839301,1.0,0.6302176244212956,Likely Contaminated,1.0,0.6042870103215214,Likely Contaminated,1.0,0.7185253659839301,Likely Contaminated,1.0,0.6302176244212956,Likely Contaminated,1.0,0.6042870103215214,Likely Contaminated,1.0,0.7185253659839301,Likely Contaminated,1.0,0.6302176244212956,Likely Contaminated,Likely Contaminated,1.0,0.6042870103215214,Likely Contaminated,Likely Contaminated,1.0,0.7185253659839301,Likely Contaminated,Likely Contaminated,1.0,0.6302176244212956,Likely Contaminated,Likely Contaminated,1.0,0.6042870103215214,Likely Contaminated,Likely Contaminated,1.0,0.7185253659839301,Likely Contaminated,Likely Contaminated,1.0,0.6302176244212956,1.0,0.6042870103215214,1.0,0.7185253659839301
facebook/opt-1.3b,Summarize the following text: ,Samsum,��極��極��極��極��極��極��極��極��極��極��極��極��極��極��極��極��極��極��極��極,Payton provides Max with websites selling clothes. Payton likes browsing and trying on the clothes but not necessarily buying them. Payton usually buys clothes and books as he loves reading.,"{'Min_10.0% Prob': 11.53362242380778, 'Min_20.0% Prob': 10.167076269785563, 'Min_30.0% Prob': 8.323747444152833, 'Min_40.0% Prob': 7.592824679154616, 'Min_50.0% Prob': 6.844936090357163}",-0.0161366127431392,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0, recall=0, fmeasure=0)}",190,0.0,0.240330051048213,Clean,1.0,0.6060657889770952,Contaminated,0.0,0.2708187298812299,Clean,0.0,0.240330051048213,Not Contaminated,1.0,0.6060657889770952,Likely Contaminated,0.0,0.2708187298812299,Not Contaminated,0.0,0.240330051048213,Not Contaminated,Not Contaminated,1.0,0.6060657889770952,Likely Contaminated,Likely Contaminated,0.0,0.2708187298812299,Not Contaminated,Not Contaminated,0.0,0.240330051048213,Not Contaminated,Not Contaminated,1.0,0.6060657889770952,Likely Contaminated,Likely Contaminated,0.0,0.2708187298812299,Not Contaminated,Not Contaminated,0.0,0.240330051048213,1.0,0.6060657889770952,0.0,0.2708187298812299,0.0,0.240330051048213,Not Contaminated,1.0,0.6060657889770952,Likely Contaminated,0.0,0.2708187298812299,Not Contaminated,0.0,0.240330051048213,Not Contaminated,1.0,0.6060657889770952,Likely Contaminated,0.0,0.2708187298812299,Not Contaminated,0.0,0.240330051048213,Not Contaminated,Not Contaminated,1.0,0.6060657889770952,Likely Contaminated,Likely Contaminated,0.0,0.2708187298812299,Not Contaminated,Not Contaminated,0.0,0.240330051048213,Not Contaminated,Not Contaminated,1.0,0.6060657889770952,Likely Contaminated,Likely Contaminated,0.0,0.2708187298812299,Not Contaminated,Not Contaminated,0.0,0.240330051048213,1.0,0.6060657889770952,0.0,0.27081872988122996
facebook/opt-1.3b,Summarize the following text: ,Samsum, I'm going to have to take a break. awaru: I'm going to take a break,Rita and Tina are bored at work and have still 4 hours left.,"{'Min_10.0% Prob': 11.766555786132812, 'Min_20.0% Prob': 10.868465741475424, 'Min_30.0% Prob': 9.983386158943176, 'Min_40.0% Prob': 8.558635075887045, 'Min_50.0% Prob': 8.083742891039167}",0.2558789849281311,"{'rouge1': Score(precision=0.07692307692307693, recall=0.058823529411764705, fmeasure=0.06666666666666667), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.07692307692307693, recall=0.058823529411764705, fmeasure=0.06666666666666667)}",52,1.0,0.963262377122286,Contaminated,1.0,0.7478570897878062,Contaminated,1.0,0.982311272061272,Contaminated,1.0,0.963262377122286,Likely Contaminated,1.0,0.7478570897878062,Likely Contaminated,1.0,0.982311272061272,Likely Contaminated,1.0,0.963262377122286,Likely Contaminated,Likely Contaminated,1.0,0.7478570897878062,Likely Contaminated,Likely Contaminated,1.0,0.982311272061272,Likely Contaminated,Likely Contaminated,1.0,0.963262377122286,Likely Contaminated,Likely Contaminated,1.0,0.7478570897878062,Likely Contaminated,Likely Contaminated,1.0,0.982311272061272,Likely Contaminated,Likely Contaminated,1.0,0.963262377122286,1.0,0.7478570897878062,1.0,0.982311272061272,1.0,0.963262377122286,Likely Contaminated,1.0,0.7478570897878062,Likely Contaminated,1.0,0.982311272061272,Likely Contaminated,1.0,0.963262377122286,Likely Contaminated,1.0,0.7478570897878062,Likely Contaminated,1.0,0.982311272061272,Likely Contaminated,1.0,0.963262377122286,Likely Contaminated,Likely Contaminated,1.0,0.7478570897878062,Likely Contaminated,Likely Contaminated,1.0,0.982311272061272,Likely Contaminated,Likely Contaminated,1.0,0.963262377122286,Likely Contaminated,Likely Contaminated,1.0,0.7478570897878062,Likely Contaminated,Likely Contaminated,1.0,0.982311272061272,Likely Contaminated,Likely Contaminated,1.0,0.963262377122286,1.0,0.7478570897878062,1.0,0.982311272061272
facebook/opt-1.3b,Summarize the following text: ,Samsum," I'm not going to die. I'm going to get a scarf.
Beatrice: You","Beatrice wants to buy Leo a scarf, but he doesn't like scarves. She cares about his health and will buy him a scarf no matter his opinion.","{'Min_10.0% Prob': 9.20227305094401, 'Min_20.0% Prob': 8.32663114865621, 'Min_30.0% Prob': 7.319006178114149, 'Min_40.0% Prob': 6.0834523897904615, 'Min_50.0% Prob': 5.3868727684021}",0.5928899049758911,"{'rouge1': Score(precision=0.14285714285714285, recall=0.26666666666666666, fmeasure=0.18604651162790697), 'rouge2': Score(precision=0.037037037037037035, recall=0.07142857142857142, fmeasure=0.04878048780487805), 'rougeL': Score(precision=0.10714285714285714, recall=0.2, fmeasure=0.13953488372093023)}",106,1.0,0.7098163574087218,Contaminated,1.0,0.5945380406112376,Contaminated,1.0,0.8113061824712906,Contaminated,1.0,0.7098163574087218,Likely Contaminated,1.0,0.5945380406112376,Likely Contaminated,1.0,0.8113061824712906,Likely Contaminated,1.0,0.7098163574087218,Likely Contaminated,Likely Contaminated,1.0,0.5945380406112376,Likely Contaminated,Likely Contaminated,1.0,0.8113061824712906,Likely Contaminated,Likely Contaminated,1.0,0.7098163574087218,Likely Contaminated,Likely Contaminated,1.0,0.5945380406112376,Likely Contaminated,Likely Contaminated,1.0,0.8113061824712906,Likely Contaminated,Likely Contaminated,1.0,0.7098163574087218,1.0,0.5945380406112376,1.0,0.8113061824712906,1.0,0.7098163574087218,Likely Contaminated,1.0,0.5945380406112376,Likely Contaminated,1.0,0.8113061824712906,Likely Contaminated,1.0,0.7098163574087218,Likely Contaminated,1.0,0.5945380406112376,Likely Contaminated,1.0,0.8113061824712906,Likely Contaminated,1.0,0.7098163574087218,Likely Contaminated,Likely Contaminated,1.0,0.5945380406112376,Likely Contaminated,Likely Contaminated,1.0,0.8113061824712906,Likely Contaminated,Likely Contaminated,1.0,0.7098163574087218,Likely Contaminated,Likely Contaminated,1.0,0.5945380406112376,Likely Contaminated,Likely Contaminated,1.0,0.8113061824712906,Likely Contaminated,Likely Contaminated,1.0,0.7098163574087218,1.0,0.5945380406112376,1.0,0.8113061824712906
facebook/opt-1.3b,Summarize the following text: ,Samsum," man, i'll see you there
Ivan: yea man

Eric: i'll see",Eric doesn't know if his parents let him go to Ivan's brother's wedding. Ivan will talk to them.,"{'Min_10.0% Prob': 10.993686199188232, 'Min_20.0% Prob': 9.436555027961731, 'Min_30.0% Prob': 8.418063561121622, 'Min_40.0% Prob': 7.182738675011529, 'Min_50.0% Prob': 6.576238220388239}",0.6365141272544861,"{'rouge1': Score(precision=0.09523809523809523, recall=0.15384615384615385, fmeasure=0.11764705882352941), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.047619047619047616, recall=0.07692307692307693, fmeasure=0.058823529411764705)}",73,1.0,0.6997347443206571,Contaminated,1.0,0.7026413010717188,Contaminated,1.0,0.8412229369357851,Contaminated,1.0,0.6997347443206571,Likely Contaminated,1.0,0.7026413010717188,Likely Contaminated,1.0,0.8412229369357851,Likely Contaminated,1.0,0.6997347443206571,Likely Contaminated,Likely Contaminated,1.0,0.7026413010717188,Likely Contaminated,Likely Contaminated,1.0,0.8412229369357851,Likely Contaminated,Likely Contaminated,1.0,0.6997347443206571,Likely Contaminated,Likely Contaminated,1.0,0.7026413010717188,Likely Contaminated,Likely Contaminated,1.0,0.8412229369357851,Likely Contaminated,Likely Contaminated,1.0,0.6997347443206571,1.0,0.7026413010717188,1.0,0.8412229369357851,1.0,0.6997347443206571,Likely Contaminated,1.0,0.7026413010717188,Likely Contaminated,1.0,0.8412229369357851,Likely Contaminated,1.0,0.6997347443206571,Likely Contaminated,1.0,0.7026413010717188,Likely Contaminated,1.0,0.8412229369357851,Likely Contaminated,1.0,0.6997347443206571,Likely Contaminated,Likely Contaminated,1.0,0.7026413010717188,Likely Contaminated,Likely Contaminated,1.0,0.8412229369357851,Likely Contaminated,Likely Contaminated,1.0,0.6997347443206571,Likely Contaminated,Likely Contaminated,1.0,0.7026413010717188,Likely Contaminated,Likely Contaminated,1.0,0.8412229369357851,Likely Contaminated,Likely Contaminated,1.0,0.6997347443206571,1.0,0.7026413010717188,1.0,0.8412229369357851
