Model,Task_Prefix,Dataset_Name,Model_Responses,Gold_Labels,Min_K_Responses,cos_sim_scores,rouge_sim_scores,levenshtein_distance,GradientBoosting_prediction_x_x,GradientBoosting_probability_x_x,GradientBoosting_status,LogisticRegression_prediction_x_x,LogisticRegression_probability_x_x,LogisticRegression_status,RandomForest_prediction_x_x,RandomForest_probability_x_x,RandomForest_status,GradientBoosting_prediction_y_x,GradientBoosting_probability_y_x,GradientBoosting_label_x,LogisticRegression_prediction_y_x,LogisticRegression_probability_y_x,LogisticRegression_label_x,RandomForest_prediction_y_x,RandomForest_probability_y_x,RandomForest_label_x,GradientBoosting_prediction_x_y,GradientBoosting_probability_x_y,GradientBoosting_label_y,GradientBoosting_label_y,LogisticRegression_prediction_x_y,LogisticRegression_probability_x_y,LogisticRegression_label_y,LogisticRegression_label_y,RandomForest_prediction_x_y,RandomForest_probability_x_y,RandomForest_label_y,RandomForest_label_y,GradientBoosting_prediction_y_y,GradientBoosting_probability_y_y,GradientBoosting_label_y,GradientBoosting_label_y,LogisticRegression_prediction_y_y,LogisticRegression_probability_y_y,LogisticRegression_label_y,LogisticRegression_label_y,RandomForest_prediction_y_y,RandomForest_probability_y_y,RandomForest_label_y,RandomForest_label_y,GradientBoosting_prediction,GradientBoosting_probability,LogisticRegression_prediction,LogisticRegression_probability,RandomForest_prediction,RandomForest_probability
lmsys/vicuna-7b-v1.5,Summarize the following text: ,CNN-DailyMail,"The site, at Fancesa limestone quarry in Sucre (shown on the map), attracts 120,000 tourists every year, which some believe is a threat to the site, as well as a nearby cement works that uses limestone.","There are 462 trails of 5,055 prints on a vertical limestone slab in Bolivia .
Rock was pushed upwards by tectonic movement, standing 390 feet tall .
Site's thought to be the largest dinosaur trackway in the world and includes footprints made by numerous species and baby dinosaurs such as T.Rex .
Attraction is prone to landslide and is said to be under threat from humans .","{'Min_10.0% Prob': 10.83359375, 'Min_20.0% Prob': 9.188244047619047, 'Min_30.0% Prob': 8.00634765625, 'Min_40.0% Prob': 7.075102306547619, 'Min_50.0% Prob': 6.254827535377358}",0.3178689181804657,"{'rouge1': Score(precision=0.18181818181818182, recall=0.32432432432432434, fmeasure=0.23300970873786406), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.09090909090909091, recall=0.16216216216216217, fmeasure=0.11650485436893203)}",273,1.0,0.9532621342794464,Contaminated,1.0,0.7507536920638956,Contaminated,1.0,0.9362120053261032,Contaminated,1.0,0.9532621342794464,Likely Contaminated,1.0,0.7507536920638956,Likely Contaminated,1.0,0.9362120053261032,Likely Contaminated,1.0,0.9532621342794464,Likely Contaminated,Likely Contaminated,1.0,0.7507536920638956,Likely Contaminated,Likely Contaminated,1.0,0.9362120053261032,Likely Contaminated,Likely Contaminated,1.0,0.9532621342794464,Likely Contaminated,Likely Contaminated,1.0,0.7507536920638956,Likely Contaminated,Likely Contaminated,1.0,0.9362120053261032,Likely Contaminated,Likely Contaminated,1.0,0.9532621342794464,1.0,0.7507536920638956,1.0,0.9362120053261032
lmsys/vicuna-7b-v1.5,Summarize the following text: ,CNN-DailyMail,,"Manchester City face Crystal Palace on Monday night at Selhurst Park .
City remain nine points behind Chelsea in the Premier League .
Manuel Pellegrini knows his team cannot afford to lose any more ground .","{'Min_10.0% Prob': 9.29296875, 'Min_20.0% Prob': 7.710069444444445, 'Min_30.0% Prob': 6.442103794642857, 'Min_40.0% Prob': 5.542154947916667, 'Min_50.0% Prob': 4.666779891304348}",0.0940720662474632,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0, recall=0, fmeasure=0)}",203,1.0,0.8939296571919756,Contaminated,1.0,0.6055677337678861,Contaminated,1.0,0.6683831402515614,Contaminated,1.0,0.8939296571919756,Likely Contaminated,1.0,0.6055677337678861,Likely Contaminated,1.0,0.6683831402515614,Likely Contaminated,1.0,0.8943423984728304,Likely Contaminated,Likely Contaminated,1.0,0.660177709510829,Likely Contaminated,Likely Contaminated,1.0,0.8347975427350427,Likely Contaminated,Likely Contaminated,1.0,0.8943423984728304,Likely Contaminated,Likely Contaminated,1.0,0.660177709510829,Likely Contaminated,Likely Contaminated,1.0,0.8347975427350427,Likely Contaminated,Likely Contaminated,1.0,0.8939296571919756,1.0,0.6055677337678861,1.0,0.6683831402515614
lmsys/vicuna-7b-v1.5,Summarize the following text: ,CNN-DailyMail,,"The Prime Minister travelled from London to Penzance on the sleeper train .
He looked stressed and exhausted as he got off the train this morning .
Cameron was sporting jeans with smart black shoes and a navy jacket .
Tories are keen to drive the Lib Dems out of the South-West at the Election .
Labour are still ahead in the polls nationally, with 34% set to back the party .
Tories are 1% behind, on 33%, with the Lib Dems on 7% and Ukip on 14% .","{'Min_10.0% Prob': 9.45342548076923, 'Min_20.0% Prob': 7.625600961538462, 'Min_30.0% Prob': 6.379707532051282, 'Min_40.0% Prob': 5.29674602004717, 'Min_50.0% Prob': 4.528216737689394}",0.0949997156858444,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0, recall=0, fmeasure=0)}",445,1.0,0.9435612804567612,Contaminated,1.0,0.64985522835026,Contaminated,1.0,0.8297646381396379,Contaminated,1.0,0.9435612804567612,Likely Contaminated,1.0,0.64985522835026,Likely Contaminated,1.0,0.8297646381396379,Likely Contaminated,1.0,0.9954769615577088,Likely Contaminated,Likely Contaminated,1.0,0.7432531731715334,Likely Contaminated,Likely Contaminated,1.0,0.908249309249738,Likely Contaminated,Likely Contaminated,1.0,0.9954769615577088,Likely Contaminated,Likely Contaminated,1.0,0.7432531731715334,Likely Contaminated,Likely Contaminated,1.0,0.908249309249738,Likely Contaminated,Likely Contaminated,1.0,0.9435612804567612,1.0,0.64985522835026,1.0,0.8297646381396379
lmsys/vicuna-7b-v1.5,Summarize the following text: ,CNN-DailyMail,,"FBI revealed it has paid $13,000 to a man who once tried to flee to Syria but was caught and agreed to cooperate .
He has been protected from charges, six of his former allies are charged .
Families screamed as lawyers questioned the mole's reliability .
Judge overruled the appeals, ordered for 4 Minnesota men to stay in jail .
The other two suspects were arrested in San Diego, remain in custody .","{'Min_10.0% Prob': 11.218039772727273, 'Min_20.0% Prob': 8.905539772727273, 'Min_30.0% Prob': 7.536221590909091, 'Min_40.0% Prob': 6.555087002840909, 'Min_50.0% Prob': 5.7010120738636365}",0.0562452785670757,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0, recall=0, fmeasure=0)}",397,1.0,0.9984533440139084,Contaminated,1.0,0.7915446017513792,Contaminated,1.0,0.99875,Contaminated,1.0,0.9984533440139084,Likely Contaminated,1.0,0.7915446017513792,Likely Contaminated,1.0,0.99875,Likely Contaminated,1.0,0.9985644326591946,Likely Contaminated,Likely Contaminated,1.0,0.8429713982351286,Likely Contaminated,Likely Contaminated,1.0,0.9961593614718612,Likely Contaminated,Likely Contaminated,1.0,0.9985644326591946,Likely Contaminated,Likely Contaminated,1.0,0.8429713982351286,Likely Contaminated,Likely Contaminated,1.0,0.9961593614718612,Likely Contaminated,Likely Contaminated,1.0,0.9984533440139083,1.0,0.7915446017513792,1.0,0.99875
lmsys/vicuna-7b-v1.5,Summarize the following text: ,CNN-DailyMail,"Futch, a National Guardsman, was surprised to find out he was meeting with the President.","Lance Futch, 26, was shocked to discover that his 'informal meeting' with a federal official to discuss jobs for veterans was actually with President Barack Obama .
'If I had known it was my Commander-in-Chief, I definitely would have been wearing my blues,' said Futch, referring to his National Guard dress uniform .
Futch works for Utah solar energy company Vivant Solar and discussed with the President whether the field offered stable career paths for veterans .","{'Min_10.0% Prob': 12.028409090909092, 'Min_20.0% Prob': 9.938387784090908, 'Min_30.0% Prob': 8.478101325757576, 'Min_40.0% Prob': 7.20849609375, 'Min_50.0% Prob': 6.076590401785714}",0.6358788013458252,"{'rouge1': Score(precision=0.13157894736842105, recall=0.6666666666666666, fmeasure=0.21978021978021978), 'rouge2': Score(precision=0.04, recall=0.21428571428571427, fmeasure=0.06741573033707865), 'rougeL': Score(precision=0.09210526315789473, recall=0.4666666666666667, fmeasure=0.15384615384615383)}",391,1.0,0.8943423984728304,Contaminated,1.0,0.660177709510829,Contaminated,1.0,0.8347975427350427,Contaminated,1.0,0.8943423984728304,Likely Contaminated,1.0,0.660177709510829,Likely Contaminated,1.0,0.8347975427350427,Likely Contaminated,1.0,0.9977904335627952,Likely Contaminated,Likely Contaminated,1.0,0.6127519259434546,Likely Contaminated,Likely Contaminated,1.0,0.973609126984127,Likely Contaminated,Likely Contaminated,1.0,0.9977904335627952,Likely Contaminated,Likely Contaminated,1.0,0.6127519259434546,Likely Contaminated,Likely Contaminated,1.0,0.973609126984127,Likely Contaminated,Likely Contaminated,1.0,0.8943423984728304,1.0,0.660177709510829,1.0,0.8347975427350427
lmsys/vicuna-7b-v1.5,Summarize the following text: ,CNN-DailyMail,"The defeat left Rangers third in the table, behind Hibs and Queen of the South, with a game in hand. The Ibrox side must now regroup and focus on Sunday’s visit of Raith Rovers, with the knowledge that they need to win to keep their promotion hopes alive.","Rangers were beaten by Queen of the South in the Scottish Championship .
Derek Lyle opened the scoring for the hosts following a first-half corner .
Lee Wallace own goal doubled the Doonhammers' lead after the break .
Gavin Reilly completed the upset that dents Gers' hopes of second place .","{'Min_10.0% Prob': 10.6484375, 'Min_20.0% Prob': 8.698102678571429, 'Min_30.0% Prob': 7.28515625, 'Min_40.0% Prob': 6.302397629310345, 'Min_50.0% Prob': 5.2263381545608105}",0.6409497857093811,"{'rouge1': Score(precision=0.2916666666666667, recall=0.2857142857142857, fmeasure=0.288659793814433), 'rouge2': Score(precision=0.0851063829787234, recall=0.08333333333333333, fmeasure=0.08421052631578947), 'rougeL': Score(precision=0.20833333333333334, recall=0.20408163265306123, fmeasure=0.2061855670103093)}",219,1.0,0.9954769615577088,Contaminated,1.0,0.7432531731715334,Contaminated,1.0,0.908249309249738,Contaminated,1.0,0.9954769615577088,Likely Contaminated,1.0,0.7432531731715334,Likely Contaminated,1.0,0.908249309249738,Likely Contaminated,1.0,0.9180043902431412,Likely Contaminated,Likely Contaminated,1.0,0.5907864106417353,Likely Contaminated,Likely Contaminated,1.0,0.9046531811501564,Likely Contaminated,Likely Contaminated,1.0,0.9180043902431412,Likely Contaminated,Likely Contaminated,1.0,0.5907864106417353,Likely Contaminated,Likely Contaminated,1.0,0.9046531811501564,Likely Contaminated,Likely Contaminated,1.0,0.9954769615577089,1.0,0.7432531731715334,1.0,0.9082493092497381
lmsys/vicuna-7b-v1.5,Summarize the following text: ,CNN-DailyMail,,"The app was designed by researchers at the University of Michigan .
Participants complete Health Tracking Surveys via an app on Facebook .
They can also send a spit sample that is tied to the results of the surveys .
Researchers said they hope to use  results to help find cures for diseases .","{'Min_10.0% Prob': 11.643973214285714, 'Min_20.0% Prob': 9.686941964285714, 'Min_30.0% Prob': 8.018043154761905, 'Min_40.0% Prob': 6.938127790178571, 'Min_50.0% Prob': 6.055133928571428}",0.1135377958416938,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0, recall=0, fmeasure=0)}",290,1.0,0.8575417482662377,Contaminated,1.0,0.5677416638463749,Contaminated,1.0,0.9323544339647276,Contaminated,1.0,0.8575417482662377,Likely Contaminated,1.0,0.5677416638463749,Likely Contaminated,1.0,0.9323544339647276,Likely Contaminated,1.0,0.958697947465577,Likely Contaminated,Likely Contaminated,1.0,0.6280100870726194,Likely Contaminated,Likely Contaminated,1.0,0.8721192973692972,Likely Contaminated,Likely Contaminated,1.0,0.958697947465577,Likely Contaminated,Likely Contaminated,1.0,0.6280100870726194,Likely Contaminated,Likely Contaminated,1.0,0.8721192973692972,Likely Contaminated,Likely Contaminated,1.0,0.8575417482662377,1.0,0.5677416638463749,1.0,0.9323544339647277
lmsys/vicuna-7b-v1.5,Summarize the following text: ,CNN-DailyMail,,"Owners watch hours of TV with pets and leave it on to keep them company .
Survey of 1,000 pet owners see For the Love of Dogs as favourite show .
Keeping Up with the Kardashians is only liked by 2% of pets .","{'Min_10.0% Prob': 11.122395833333334, 'Min_20.0% Prob': 8.94921875, 'Min_30.0% Prob': 7.5005139802631575, 'Min_40.0% Prob': 6.322716346153846, 'Min_50.0% Prob': 5.429840087890625}",0.1128176152706146,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0, recall=0, fmeasure=0)}",204,1.0,0.9746464322710712,Contaminated,1.0,0.7354549558513394,Contaminated,1.0,0.9458959084216438,Contaminated,1.0,0.9746464322710712,Likely Contaminated,1.0,0.7354549558513394,Likely Contaminated,1.0,0.9458959084216438,Likely Contaminated,1.0,0.993957073049114,Likely Contaminated,Likely Contaminated,1.0,0.639847956133406,Likely Contaminated,Likely Contaminated,1.0,0.9902626262626262,Likely Contaminated,Likely Contaminated,1.0,0.993957073049114,Likely Contaminated,Likely Contaminated,1.0,0.639847956133406,Likely Contaminated,Likely Contaminated,1.0,0.9902626262626262,Likely Contaminated,Likely Contaminated,1.0,0.9746464322710713,1.0,0.7354549558513394,1.0,0.9458959084216438
lmsys/vicuna-7b-v1.5,Summarize the following text: ,CNN-DailyMail,,"Craig Lynch, 34, is serving nine years for a series of violent gang robberies .
He has taken a series of audacious self-portraits posted on social media .
According to a friend, he is using Facebook to make huge online profits .
It's claimed he is selling legal highs and investing in overseas properties .","{'Min_10.0% Prob': 9.8779296875, 'Min_20.0% Prob': 8.22314453125, 'Min_30.0% Prob': 6.737874348958333, 'Min_40.0% Prob': 5.6689453125, 'Min_50.0% Prob': 4.9574951171875}",0.1257128566503524,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0, recall=0, fmeasure=0)}",303,1.0,0.9748347422450124,Contaminated,1.0,0.558866926187241,Contaminated,1.0,0.8891733821733822,Contaminated,1.0,0.9748347422450124,Likely Contaminated,1.0,0.558866926187241,Likely Contaminated,1.0,0.8891733821733822,Likely Contaminated,1.0,0.8250042351595777,Likely Contaminated,Likely Contaminated,1.0,0.6288402803151634,Likely Contaminated,Likely Contaminated,1.0,0.894290955930422,Likely Contaminated,Likely Contaminated,1.0,0.8250042351595777,Likely Contaminated,Likely Contaminated,1.0,0.6288402803151634,Likely Contaminated,Likely Contaminated,1.0,0.894290955930422,Likely Contaminated,Likely Contaminated,1.0,0.9748347422450124,1.0,0.558866926187241,1.0,0.8891733821733822
lmsys/vicuna-7b-v1.5,Summarize the following text: ,CNN-DailyMail,"The court heard that after booking the holiday, Graham had found a new girlfriend, Elizabeth Todd, 51, with whom he had become infatuated. It was around the day of her intended departure on June 17 that Ms Brown was murdered. Jurors were told that Graham wanted Miss Brown’s money so he could ‘live a lifestyle that involved owning and driving powerful motor cars’ and buy a property for Todd to live in. During his murder trial at Newcastle Crown Court, the jury heard Ms Brown had been besotted with 'greedy liar' Graham (pictured in long leather jacket) The trial judge said Ms Brown, whose body has never been found, may have been dumped in a deep pit or mine shaft by former JCB digger driver Graham. Her killer was badly in debt and was struggling to fund the finance agreements on his beloved sports cars. He plundered Ms Brown's bank account to fund his flashy lifestyle, making her elderly parents, Eric and Olive Brown, believe their daughter was still alive by sending them letters and cards in her name from Europe. Graham also ingratiated himself with her parents after her death and started systematically stripping their estate and assets. He used his visits to gain access to Ms Brown's security codes and also sold her Porsche and other cars. When her parents died, he plundered their bank accounts - defrauding a total of more than £500,000 from them. The couple died in 2007 and 2008 respectively, believing their only daughter was working in a bank in Switzerland. After they died building society staff eventually became suspicious that withdrawals were still being made in 2010 and police were called. They believed they were just investigating a fraud but it soon became apparent Ms Brown was missing and a murder inquiry was launched. He hadn't worked since an accident in 1997 when a JCB bucket hit him on the back and he was awarded £40,000 compensation. Graham was jailed for life with a minimum term of 32 years for killing Ms Brown. Northumbria Police subsequently launched an investigation under the Proceeds of Crime Act into his finances. Graham stole more than £800,000 from Ms Brown to fund his love of supercars and a lavish lifestyle. The court heard with his fleet of flash sports cars and his large imposing house on a hill, pony-tailed and goatee-bearded Graham thought of himself as a charmer and cut a distinctive figure in his long leather coat. He liked to play the big man, pretending to be related to murdered Viv Graham who was shot and killed in an unsolved apparent gangland hit in 1993, in an effort to enhance his reputation as a force to be reckoned with. In fact he was a failed former policeman in the Met, having quit after a week in the 1970s, apparently homesick for his native North East. The court heard Graham's main motivation in life was always money and he had a penchant for women over whom he could exert power and control.","Donald Graham, 62, murdered his wealthy heiress lover for her money .
Property developer Janet Brown's body has never been found .
He was jailed for life for the murder which was motivated by greed .
Graham stole more than £800,000 from Ms Brown  to fund his love of supercars and a lavish lifestyle - but has been ordered to pay back just £1 .","{'Min_10.0% Prob': 9.307421875, 'Min_20.0% Prob': 7.98671875, 'Min_30.0% Prob': 6.652734375, 'Min_40.0% Prob': 5.6286376953125, 'Min_50.0% Prob': 4.751533203125}",0.6617923974990845,"{'rouge1': Score(precision=0.7903225806451613, recall=0.09533073929961089, fmeasure=0.17013888888888887), 'rouge2': Score(precision=0.4426229508196721, recall=0.05263157894736842, fmeasure=0.0940766550522648), 'rougeL': Score(precision=0.5967741935483871, recall=0.07198443579766536, fmeasure=0.1284722222222222)}",2568,1.0,0.9985644326591946,Contaminated,1.0,0.8429713982351286,Contaminated,1.0,0.9961593614718612,Contaminated,1.0,0.9985644326591946,Likely Contaminated,1.0,0.8429713982351286,Likely Contaminated,1.0,0.9961593614718612,Likely Contaminated,1.0,0.9769701036593476,Likely Contaminated,Likely Contaminated,1.0,0.6705616558607445,Likely Contaminated,Likely Contaminated,1.0,0.9689160145410146,Likely Contaminated,Likely Contaminated,1.0,0.9769701036593476,Likely Contaminated,Likely Contaminated,1.0,0.6705616558607445,Likely Contaminated,Likely Contaminated,1.0,0.9689160145410146,Likely Contaminated,Likely Contaminated,1.0,0.9985644326591946,1.0,0.8429713982351286,1.0,0.9961593614718613
