Model,Task_Prefix,Dataset_Name,Model_Responses,Gold_Labels,Min_K_Responses,cos_sim_scores,rouge_sim_scores,levenshtein_distance,GradientBoosting_prediction_x,GradientBoosting_probability_x,GradientBoosting_status,LogisticRegression_prediction_x,LogisticRegression_probability_x,LogisticRegression_status,RandomForest_prediction_x,RandomForest_probability_x,RandomForest_status,GradientBoosting_prediction_y,GradientBoosting_probability_y,GradientBoosting_label,LogisticRegression_prediction_y,LogisticRegression_probability_y,LogisticRegression_label,RandomForest_prediction_y,RandomForest_probability_y,RandomForest_label
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Summarize the following text: ,CNN-DailyMail," He is also a member of the New York City Tech Club, which is a student organization that promotes","Dante de Blasio, 17, to make his decision by the end of the month .
His father has said that despite his six-figure salary the family will struggle to meet cost to send son to Ivy League school .","{'Min_10.0% Prob': 13.29172396659851, 'Min_20.0% Prob': 11.727315690782335, 'Min_30.0% Prob': 10.984302227313702, 'Min_40.0% Prob': 10.125020874871147, 'Min_50.0% Prob': 9.452676751396872}",0.3075790107250213,"{'rouge1': Score(precision=0.07894736842105263, recall=0.15789473684210525, fmeasure=0.10526315789473684), 'rouge2': Score(precision=0.02702702702702703, recall=0.05555555555555555, fmeasure=0.03636363636363636), 'rougeL': Score(precision=0.07894736842105263, recall=0.15789473684210525, fmeasure=0.10526315789473684)}",145,1,0.988886776456927,Contaminated,1,0.7868388192849671,Contaminated,1,0.981827505827506,Contaminated,1,0.988886776456927,Likely Contaminated,1,0.7868388192849671,Likely Contaminated,1,0.9818275058275059,Likely Contaminated
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Summarize the following text: ,CNN-DailyMail," The father, Musa, told The Star: 'We were still arguing when I heard a comm","Nurhayada Sofia fell to her death after being dragged by an escalator .
The 6-year-old was shopping with mother at the mall in Pudu, Malaysia .
CCTV shows her playing with the handrail before she slips through gap .
Her mother - who had been on the phone- was said to be inconsolable .","{'Min_10.0% Prob': 13.671745777130127, 'Min_20.0% Prob': 12.212085650517391, 'Min_30.0% Prob': 11.001320338249206, 'Min_40.0% Prob': 9.847938502276385, 'Min_50.0% Prob': 8.885639302870807}",0.1260155737400055,"{'rouge1': Score(precision=0.0392156862745098, recall=0.13333333333333333, fmeasure=0.0606060606060606), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0392156862745098, recall=0.13333333333333333, fmeasure=0.0606060606060606)}",234,1,0.9856478620548704,Contaminated,1,0.7844966217140509,Contaminated,1,0.9758266338924234,Contaminated,1,0.9856478620548704,Likely Contaminated,1,0.7844966217140509,Likely Contaminated,1,0.9758266338924234,Likely Contaminated
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Summarize the following text: ,CNN-DailyMail," The court is considering the case, and the Department of Justice is considering the proposed prosecution. The Department","Justice Department prosecuting FedEx over unauthorized shipment of drugs .
Danny Cevallos: FedEx has a strong argument that it shouldn't be held responsible .","{'Min_10.0% Prob': 16.69827651977539, 'Min_20.0% Prob': 15.560777473449708, 'Min_30.0% Prob': 14.089805006980896, 'Min_40.0% Prob': 12.609452507712625, 'Min_50.0% Prob': 11.499924795968193}",0.4075422883033752,"{'rouge1': Score(precision=0.17391304347826086, recall=0.2222222222222222, fmeasure=0.1951219512195122), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08695652173913043, recall=0.1111111111111111, fmeasure=0.0975609756097561)}",114,1,0.9959077313210044,Contaminated,1,0.92611166858405,Contaminated,1,1.0,Contaminated,1,0.9959077313210045,Likely Contaminated,1,0.9261116685840499,Likely Contaminated,1,1.0,Likely Contaminated
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Summarize the following text: ,CNN-DailyMail," The experiment is to impose this water restriction. The state's water officials are to implement the measures,","California Gov. Jerry Brown ordered state officials Wednesday to impose mandatory water restrictions for the first time in history .
Brown said he signed an executive order requiring measures be implemented to cut water usage by 25 percent compared with 2013 levels .
State water officials found no snow on the ground at the site for their manual survey of the snowpack .
Snow supplies about a third of the state's water .
A higher snowpack translates to more water in California reservoirs to meet demand in summer and fall .","{'Min_10.0% Prob': 12.460722160339355, 'Min_20.0% Prob': 10.44098162651062, 'Min_30.0% Prob': 9.018425591786702, 'Min_40.0% Prob': 8.046911346912385, 'Min_50.0% Prob': 7.163385737176035}",0.5922355651855469,"{'rouge1': Score(precision=0.16091954022988506, recall=0.7777777777777778, fmeasure=0.26666666666666666), 'rouge2': Score(precision=0.06976744186046512, recall=0.35294117647058826, fmeasure=0.11650485436893203), 'rougeL': Score(precision=0.10344827586206896, recall=0.5, fmeasure=0.17142857142857143)}",434,1,0.8739995919971072,Contaminated,1,0.5840957476969916,Contaminated,1,0.7670383929795692,Contaminated,1,0.8739995919971072,Likely Contaminated,1,0.5840957476969916,Likely Contaminated,1,0.7670383929795692,Likely Contaminated
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Summarize the following text: ,CNN-DailyMail, 10. Femail reveals the 10 most alcoholic cocktails in the world. According to,"Ernest Hemingway credited for potent absinthe-Champagne cocktail .
The Zombie has three types of rum, Pernod, grenadine and a secret mix .
Bone Dry Martini is 100 per cent alcohol and also known as Pass the Bottle .","{'Min_10.0% Prob': 17.107470703125, 'Min_20.0% Prob': 14.750974221663041, 'Min_30.0% Prob': 13.100777983665466, 'Min_40.0% Prob': 11.699306097897617, 'Min_50.0% Prob': 10.591518316950117}",0.4309694170951843,"{'rouge1': Score(precision=0.1111111111111111, recall=0.3076923076923077, fmeasure=0.163265306122449), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08333333333333333, recall=0.23076923076923078, fmeasure=0.12244897959183675)}",174,1,0.989406365822448,Contaminated,1,0.8953063163023938,Contaminated,1,0.99875,Contaminated,1,0.9894063658224481,Likely Contaminated,1,0.8953063163023938,Likely Contaminated,1,0.99875,Likely Contaminated
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Summarize the following text: ,CNN-DailyMail," He also mentioned that he's been working on his fitness and nutrition, and that he's been improving","Liverpool forward Raheem Sterling rejected a £90,000-a-week contract .
The England international has been criticised by his own supporters .
But Sterling insists he pays no attention and is fully focused on his football .","{'Min_10.0% Prob': 14.715447425842285, 'Min_20.0% Prob': 11.767732408311632, 'Min_30.0% Prob': 9.923863410949707, 'Min_40.0% Prob': 8.486867454316881, 'Min_50.0% Prob': 7.590634400194341}",0.1467450261116027,"{'rouge1': Score(precision=0.14285714285714285, recall=0.2631578947368421, fmeasure=0.18518518518518517), 'rouge2': Score(precision=0.029411764705882353, recall=0.05555555555555555, fmeasure=0.03846153846153846), 'rougeL': Score(precision=0.08571428571428572, recall=0.15789473684210525, fmeasure=0.11111111111111112)}",167,1,0.986067949303244,Contaminated,1,0.7228917468750216,Contaminated,1,0.9823137973137972,Contaminated,1,0.9860679493032439,Likely Contaminated,1,0.7228917468750216,Likely Contaminated,1,0.9823137973137972,Likely Contaminated
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Summarize the following text: ,CNN-DailyMail," in his films. Allen's films include 'The Man Who Fell to Earth,' 'The Woman with","The project is hoped to open at the former arts centre, La Llotja .
Friend and producer Jaume Roures of Mediapro is leading the tribute .
The museum follows Allen's Vicky Cristina Barcelona, set in the city .","{'Min_10.0% Prob': 14.927013158798218, 'Min_20.0% Prob': 13.787950197855631, 'Min_30.0% Prob': 12.882168769836426, 'Min_40.0% Prob': 12.341560575697157, 'Min_50.0% Prob': 11.635945942090904}",0.1665322929620742,"{'rouge1': Score(precision=0.16666666666666666, recall=0.375, fmeasure=0.23076923076923078), 'rouge2': Score(precision=0.02857142857142857, recall=0.06666666666666667, fmeasure=0.04), 'rougeL': Score(precision=0.08333333333333333, recall=0.1875, fmeasure=0.11538461538461539)}",167,1,0.995692123948562,Contaminated,1,0.8976388740651203,Contaminated,1,0.9985164835164836,Contaminated,1,0.9956921239485619,Likely Contaminated,1,0.8976388740651203,Likely Contaminated,1,0.9985164835164835,Likely Contaminated
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Summarize the following text: ,CNN-DailyMail, But Finley's alleged scam began to unravel in 2004 when she got on the,"Bobbi Ann House, 39, is currently on-the-run for check fraud .
Her and husband Zackerie House, 27, believed to be camping in Oklahoma .
Allegedly used bad checks worth $13,500 in Oregon, Colorado and Oklahoma .
Bobbi Ann hit headlines in 2010 for marrying at 14 servicemen .
She would move around different military bases stealing money .
Spent at least seven months in prison but was recently released .","{'Min_10.0% Prob': 14.397889041900635, 'Min_20.0% Prob': 12.763081312179565, 'Min_30.0% Prob': 11.357259642693304, 'Min_40.0% Prob': 10.20841139118846, 'Min_50.0% Prob': 9.08143174648285}",0.2955308556556701,"{'rouge1': Score(precision=0.08955223880597014, recall=0.4, fmeasure=0.14634146341463417), 'rouge2': Score(precision=0.015151515151515152, recall=0.07142857142857142, fmeasure=0.025), 'rougeL': Score(precision=0.04477611940298507, recall=0.2, fmeasure=0.07317073170731708)}",350,1,0.9922514610035236,Contaminated,1,0.8071109539472315,Contaminated,1,0.99875,Contaminated,1,0.9922514610035235,Likely Contaminated,1,0.8071109539472315,Likely Contaminated,1,0.9987500000000001,Likely Contaminated
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Summarize the following text: ,CNN-DailyMail," The majority of the video is shot on a 640p HD camera, and the video","Calling himself 'Volcano' rapper is a 31-year-old from war-torn Benghazi .
He is seen standing in front of weapons of war and burning buildings .
He poses with fighters and even carries a massive assault rifle himself .
Video shows Volcano performing on Benghazi's rubble-strewn streets .","{'Min_10.0% Prob': 14.694292863210043, 'Min_20.0% Prob': 13.394165674845377, 'Min_30.0% Prob': 12.282346142662895, 'Min_40.0% Prob': 11.073213120301565, 'Min_50.0% Prob': 9.829370339711508}",0.005302948411554,"{'rouge1': Score(precision=0.125, recall=0.4, fmeasure=0.19047619047619047), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08333333333333333, recall=0.26666666666666666, fmeasure=0.12698412698412698)}",244,1,0.9931795036833898,Contaminated,1,0.8728738142020056,Contaminated,1,0.9855786435786436,Contaminated,1,0.9931795036833898,Likely Contaminated,1,0.8728738142020056,Likely Contaminated,1,0.9855786435786436,Likely Contaminated
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,Summarize the following text: ,CNN-DailyMail," Marcelo is a key player for Real Madrid, a central defender. He has been with the club","Real Madrid haven't beaten local rivals Atletico in six attempts this season .
They clash in the first leg of the Champions League last eight on Tuesday .
Marcelo says the players are not thinking about their recent record .","{'Min_10.0% Prob': 13.156875610351562, 'Min_20.0% Prob': 11.307127634684244, 'Min_30.0% Prob': 10.387938389411339, 'Min_40.0% Prob': 9.361214558283487, 'Min_50.0% Prob': 8.62455381046642}",0.41373011469841,"{'rouge1': Score(precision=0.13157894736842105, recall=0.29411764705882354, fmeasure=0.1818181818181818), 'rouge2': Score(precision=0.02702702702702703, recall=0.0625, fmeasure=0.03773584905660377), 'rougeL': Score(precision=0.07894736842105263, recall=0.17647058823529413, fmeasure=0.10909090909090909)}",173,1,0.9684747535108916,Contaminated,1,0.7852115549142127,Contaminated,1,0.983420183982684,Contaminated,1,0.9684747535108916,Likely Contaminated,1,0.7852115549142127,Likely Contaminated,1,0.9834201839826839,Likely Contaminated
