,Model,Task_Prefix,Dataset_Name,Model_Responses,Gold_Labels,cos_sim_scores,levenshtein_distance,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1,Min_10.0%_Prob,Min_20.0%_Prob,Min_30.0%_Prob,Min_40.0%_Prob,Min_50.0%_Prob
0,HuggingFaceTB/SmolLM2-135M-Instruct,Summarize the following text: ,Samsum,"assistant
Hannah: Hey, do you have Betty's number?
Amanda:",Hannah needs Betty's number but Amanda doesn't have it. She needs to contact Larry.,0.7638365030288696,65.0,0.375,0.6,0.4615384615384615,0.13333333333333333,0.2222222222222222,0.16666666666666669,0.3125,0.5,0.38461538461538464,15.749812126159668,14.12217934926351,12.508716773986816,11.061319623674665,9.635110166337755
1,HuggingFaceTB/SmolLM2-135M-Instruct,Summarize the following text: ,Samsum,"assistant
Eric: MACHINE!
Rob: MACHINE!
E",Eric and Rob are going to watch a stand-up on youtube.,0.4875955581665039,48.0,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.2222222222222222,14.306936264038086,10.027985254923502,9.279701590538025,8.20065196355184,7.783856528145926
2,HuggingFaceTB/SmolLM2-135M-Instruct,Summarize the following text: ,Samsum,"assistant
Lenny: Babe, can you help me with something?
Bob:",Lenny can't decide which trousers to buy. Bob advised Lenny on that topic. Lenny goes with Bob's advice to pick the trousers that are of best quality.,0.4320191144943237,119.0,0.13793103448275862,0.4,0.20512820512820515,0.0,0.0,0.0,0.13793103448275862,0.4,0.20512820512820515,12.968859354654947,9.753454685211182,7.93960485458374,7.1450629601111775,6.385021981071024
3,HuggingFaceTB/SmolLM2-135M-Instruct,Summarize the following text: ,Samsum,"assistant
Will: Hey, what do you want for dinner tonight?
Emma:",Emma will be home soon and she will let Will know.,0.5754280090332031,45.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,11.380273818969727,10.737038612365723,9.405093828837076,8.534648418426514,7.034675677617391
4,HuggingFaceTB/SmolLM2-135M-Instruct,Summarize the following text: ,Samsum,"assistant
Ollie: Hi, are you in Warsaw?
Jane: no,",Jane is in Warsaw. Ollie and Jane has a party. Jane lost her calendar. They will get a lunch this week on Friday. Ollie accidentally called Jane and talked about whisky. Jane cancels lunch. They'll meet for a tea at 6 pm.,0.6748881936073303,189.0,0.09302325581395349,0.4444444444444444,0.15384615384615385,0.023809523809523808,0.125,0.04,0.06976744186046512,0.3333333333333333,0.11538461538461539,9.916627311706543,8.581800677559592,7.848693549633026,7.012560454281894,6.287496830735888
6,HuggingFaceTB/SmolLM2-135M-Instruct,Summarize the following text: ,Samsum,"assistant
Max: Yes, but they have different things so I usually buy things from ",Payton provides Max with websites selling clothes. Payton likes browsing and trying on the clothes but not necessarily buying them. Payton usually buys clothes and books as he loves reading.,0.2960551381111145,143.0,0.13333333333333333,0.2857142857142857,0.18181818181818182,0.034482758620689655,0.07692307692307693,0.04761904761904762,0.13333333333333333,0.2857142857142857,0.18181818181818182,11.90256373087565,9.697030748639788,8.79330759048462,7.760915449687412,7.114937291425817
7,HuggingFaceTB/SmolLM2-135M-Instruct,Summarize the following text: ,Samsum,"assistant
Rita: I'm so tired. Falling asleep at work.
T",Rita and Tina are bored at work and have still 4 hours left.,0.6017327308654785,47.0,0.23076923076923078,0.2727272727272727,0.24999999999999994,0.08333333333333333,0.1,0.0909090909090909,0.23076923076923078,0.2727272727272727,0.24999999999999994,17.0440673828125,11.981645901997885,10.935665965080261,8.780895590782166,7.409720927476883
8,HuggingFaceTB/SmolLM2-135M-Instruct,Summarize the following text: ,Samsum,"assistant
Beatrice: I am in town, shopping. They have nice scarfs","Beatrice wants to buy Leo a scarf, but he doesn't like scarves. She cares about his health and will buy him a scarf no matter his opinion.",0.565431535243988,107.0,0.07142857142857142,0.18181818181818182,0.10256410256410255,0.0,0.0,0.0,0.07142857142857142,0.18181818181818182,0.10256410256410255,9.750260353088379,8.578810351235527,7.854753828048706,6.716439587729318,6.040470670251286
9,HuggingFaceTB/SmolLM2-135M-Instruct,Summarize the following text: ,Samsum,"assistant
Ivan: Hey, Eric! How's it going? I'm coming to",Eric doesn't know if his parents let him go to Ivan's brother's wedding. Ivan will talk to them.,0.6105359196662903,73.0,0.23809523809523808,0.4166666666666667,0.30303030303030304,0.0,0.0,0.0,0.14285714285714285,0.25,0.18181818181818182,15.109286785125732,12.254369258880615,10.527974446614584,8.440012772878012,7.552260138771751
10,HuggingFaceTB/SmolLM2-135M-Instruct,Summarize the following text: ,Samsum,"assistant
Wanda: Let's make a party!
Gina: Why?
",Wanda wants to throw a party. She asks Gina to borrow her father's car and go do groceries together. They set the date for Friday. ,0.6668508052825928,109.0,0.19230769230769232,0.5555555555555556,0.28571428571428575,0.04,0.125,0.06060606060606061,0.15384615384615385,0.4444444444444444,0.2285714285714286,12.054821968078613,9.505783319473267,8.261820210350884,7.443017204602559,6.781119108200073
