,Model,Task_Prefix,Dataset_Name,Model_Responses,Gold_Labels,cos_sim_scores,levenshtein_distance,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1,Min_10.0%_Prob,Min_20.0%_Prob,Min_30.0%_Prob,Min_40.0%_Prob,Min_50.0%_Prob
0,HuggingFaceTB/SmolLM2-360M-Instruct,Summarize the following text: ,Samsum,"assistant
Hannah and Amanda are trying to find Betty's number. Hannah asks Larry for",Hannah needs Betty's number but Amanda doesn't have it. She needs to contact Larry.,0.836500883102417,66.0,0.4375,0.4666666666666667,0.45161290322580644,0.13333333333333333,0.14285714285714285,0.1379310344827586,0.3125,0.3333333333333333,0.3225806451612903,13.482682228088379,12.057446797688803,10.735015869140625,9.439702783312116,8.3394632074568
1,HuggingFaceTB/SmolLM2-360M-Instruct,Summarize the following text: ,Samsum,"assistant
Eric: MACHINE!
Rob: That's so gr8!",Eric and Rob are going to watch a stand-up on youtube.,0.5075713992118835,47.0,0.16666666666666666,0.25,0.2,0.0,0.0,0.0,0.16666666666666666,0.25,0.2,13.637048721313477,11.725652694702148,10.690298080444336,9.28419542312622,8.692115374973842
2,HuggingFaceTB/SmolLM2-360M-Instruct,Summarize the following text: ,Samsum,"assistant
Lenny: Babe, can you help me with something?
Bob:",Lenny can't decide which trousers to buy. Bob advised Lenny on that topic. Lenny goes with Bob's advice to pick the trousers that are of best quality.,0.4320191144943237,119.0,0.13793103448275862,0.4,0.20512820512820515,0.0,0.0,0.0,0.13793103448275862,0.4,0.20512820512820515,12.061342239379883,9.821581522623697,7.92300009727478,7.095255338228666,6.112211914623485
3,HuggingFaceTB/SmolLM2-360M-Instruct,Summarize the following text: ,Samsum,"assistant
Will: Hey, babe, what do you want for dinner tonight?
",Emma will be home soon and she will let Will know.,0.287786066532135,47.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,10.366525650024414,10.297766208648682,8.852741877237955,8.037952065467834,6.434497952461243
4,HuggingFaceTB/SmolLM2-360M-Instruct,Summarize the following text: ,Samsum,"assistant
Ollie: Hi, are you in Warsaw?
Jane: Yes,",Jane is in Warsaw. Ollie and Jane has a party. Jane lost her calendar. They will get a lunch this week on Friday. Ollie accidentally called Jane and talked about whisky. Jane cancels lunch. They'll meet for a tea at 6 pm.,0.669132649898529,190.0,0.09302325581395349,0.4444444444444444,0.15384615384615385,0.023809523809523808,0.125,0.04,0.06976744186046512,0.3333333333333333,0.11538461538461539,10.523213100433349,8.83589792251587,7.895651608705521,7.008461215279319,6.254544871194022
5,HuggingFaceTB/SmolLM2-360M-Instruct,Summarize the following text: ,Samsum,"assistant
Benjamin: Hey guys, what are we doing with the keys today?
",Hilary has the keys to the apartment. Benjamin wants to get them and go take a nap. Hilary is having lunch with some French people at La Cantina. Hilary is meeting them at the entrance to the conference hall at 2 pm. Benjamin and Elliot might join them. They're meeting for the drinks in the evening.,0.4812760949134826,249.0,0.07017543859649122,0.3333333333333333,0.11594202898550725,0.017857142857142856,0.09090909090909091,0.029850746268656716,0.05263157894736842,0.25,0.08695652173913043,8.7011399269104,7.744560645176814,6.763819766044617,6.040191288347597,5.4970783626332
6,HuggingFaceTB/SmolLM2-360M-Instruct,Summarize the following text: ,Samsum,"assistant
Max: Know any good sites to buy clothes from?
Payton: Sure",Payton provides Max with websites selling clothes. Payton likes browsing and trying on the clothes but not necessarily buying them. Payton usually buys clothes and books as he loves reading.,0.7377997636795044,147.0,0.13333333333333333,0.3333333333333333,0.19047619047619044,0.034482758620689655,0.09090909090909091,0.05,0.1,0.25,0.14285714285714288,12.665021260579428,9.656942299434117,8.661259031295776,7.572972331728254,7.017050855300006
7,HuggingFaceTB/SmolLM2-360M-Instruct,Summarize the following text: ,Samsum,"assistant
Rita and Tina are discussing their work-related issues. Rita mentions",Rita and Tina are bored at work and have still 4 hours left.,0.6728668212890625,51.0,0.38461538461538464,0.4166666666666667,0.4,0.25,0.2727272727272727,0.2608695652173913,0.38461538461538464,0.4166666666666667,0.4,10.391816139221191,9.96285311381022,9.656252384185791,7.881067792574565,6.747916489839554
8,HuggingFaceTB/SmolLM2-360M-Instruct,Summarize the following text: ,Samsum,"assistant
Leo: I'm sorry, but I don't have a scarf.","Beatrice wants to buy Leo a scarf, but he doesn't like scarves. She cares about his health and will buy him a scarf no matter his opinion.",0.6481508016586304,103.0,0.17857142857142858,0.4166666666666667,0.25,0.037037037037037035,0.09090909090909091,0.05263157894736842,0.17857142857142858,0.4166666666666667,0.25,10.371169726053873,8.385279314858574,7.3028655529022215,6.11823798928942,5.390650370541741
9,HuggingFaceTB/SmolLM2-360M-Instruct,Summarize the following text: ,Samsum,"assistant
Ivan: Hey Eric,

Eric: Hey Ivan,

",Eric doesn't know if his parents let him go to Ivan's brother's wedding. Ivan will talk to them.,0.5967462062835693,79.0,0.14285714285714285,0.42857142857142855,0.21428571428571427,0.0,0.0,0.0,0.09523809523809523,0.2857142857142857,0.14285714285714285,13.986215114593506,11.78691554069519,10.063902695973715,8.297548135121664,7.404255563562566
