Model,Task_Prefix,Dataset_Name,Model_Responses,Gold_Labels,Min_K_Responses,cos_sim_scores,rouge_sim_scores,Input,Text_Diff
facebook/opt-350m,Summarize the following text: ,Samsum,"
Hannah: Bye bye
Amanda: Bye bye
Hannah: Bye bye
Am",Hannah needs Betty's number but Amanda doesn't have it. She needs to contact Larry.,"{'Min_10.0% Prob': 12.194221496582031, 'Min_20.0% Prob': 10.44942537943522, 'Min_30.0% Prob': 8.860614013671874, 'Min_40.0% Prob': 7.818464279174805, 'Min_50.0% Prob': 7.005697674221462}",0.5393955111503601,"{'rouge1': Score(precision=0.125, recall=0.2, fmeasure=0.15384615384615385), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.2, fmeasure=0.15384615384615385)}","Hannah: Hey, do you have Betty's number?
Amanda: Lemme check
Hannah: <file_gif>
Amanda: Sorry, can't find it.
Amanda: Ask Larry
Amanda: He called her last time we were at the park together
Hannah: I don't know him well
Hannah: <file_gif>
Amanda: Don't be shy, he's very nice
Hannah: If you say so..
Hannah: I'd rather you texted him
Amanda: Just text him 🙂
Hannah: Urgh.. Alright
Hannah: Bye
Amanda: Bye bye","+ 
- Hannah: Hey, do you have Betty's number?
- Amanda: Lemme check
- Hannah: <file_gif>
- Amanda: Sorry, can't find it.
- Amanda: Ask Larry
- Amanda: He called her last time we were at the park together
- Hannah: I don't know him well
- Hannah: <file_gif>
- Amanda: Don't be shy, he's very nice
- Hannah: If you say so..
- Hannah: I'd rather you texted him
- Amanda: Just text him 🙂
- Hannah: Urgh.. Alright
- Hannah: Bye
+ Hannah: Bye bye
?            ++++

  Amanda: Bye bye
+ Hannah: Bye bye
+ Am"
facebook/opt-350m,Summarize the following text: ,Samsum,"
Eric: MACHINE!
Rob: MACHINE!
Eric:",Eric and Rob are going to watch a stand-up on youtube.,"{'Min_10.0% Prob': 9.531076431274414, 'Min_20.0% Prob': 9.326130867004395, 'Min_30.0% Prob': 7.98070216178894, 'Min_40.0% Prob': 7.551062393188476, 'Min_50.0% Prob': 6.63996832711356}",0.5447733402252197,"{'rouge1': Score(precision=0.16666666666666666, recall=0.4, fmeasure=0.23529411764705882), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.16666666666666666, recall=0.4, fmeasure=0.23529411764705882)}","Eric: MACHINE!
Rob: That's so gr8!
Eric: I know! And shows how Americans see Russian ;)
Rob: And it's really funny!
Eric: I know! I especially like the train part!
Rob: Hahaha! No one talks to the machine like that!
Eric: Is this his only stand-up?
Rob: Idk. I'll check.
Eric: Sure.
Rob: Turns out no! There are some of his stand-ups on youtube.
Eric: Gr8! I'll watch them now!
Rob: Me too!
Eric: MACHINE!
Rob: MACHINE!
Eric: TTYL?
Rob: Sure :)","+ 
- Eric: MACHINE!
- Rob: That's so gr8!
- Eric: I know! And shows how Americans see Russian ;)
- Rob: And it's really funny!
- Eric: I know! I especially like the train part!
- Rob: Hahaha! No one talks to the machine like that!
- Eric: Is this his only stand-up?
- Rob: Idk. I'll check.
- Eric: Sure.
- Rob: Turns out no! There are some of his stand-ups on youtube.
- Eric: Gr8! I'll watch them now!
- Rob: Me too!
  Eric: MACHINE!
  Rob: MACHINE!
+ Eric:
- Eric: TTYL?
- Rob: Sure :)"
facebook/opt-350m,Summarize the following text: ,Samsum,"
Lenny: I'll buy the second pair then, but I'll buy the third pair then",Lenny can't decide which trousers to buy. Bob advised Lenny on that topic. Lenny goes with Bob's advice to pick the trousers that are of best quality.,"{'Min_10.0% Prob': 11.171284993489584, 'Min_20.0% Prob': 8.582821709769112, 'Min_30.0% Prob': 7.802148914337158, 'Min_40.0% Prob': 6.906245299748012, 'Min_50.0% Prob': 6.256314754486084}",0.5492634177207947,"{'rouge1': Score(precision=0.10344827586206896, recall=0.1875, fmeasure=0.13333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.10344827586206896, recall=0.1875, fmeasure=0.13333333333333333)}","Lenny: Babe, can you help me with something?
Bob: Sure, what's up?
Lenny: Which one should I pick?
Bob: Send me photos
Lenny:  <file_photo>
Lenny:  <file_photo>
Lenny:  <file_photo>
Bob: I like the first ones best
Lenny: But I already have purple trousers. Does it make sense to have two pairs?
Bob: I have four black pairs :D :D
Lenny: yeah, but shouldn't I pick a different color?
Bob: what matters is what you'll give you the most outfit options
Lenny: So I guess I'll buy the first or the third pair then
Bob: Pick the best quality then
Lenny: ur right, thx
Bob: no prob :)","+ 
+ Lenny: I'll buy the second pair then, but I'll buy the third pair then
- Lenny: Babe, can you help me with something?
- Bob: Sure, what's up?
- Lenny: Which one should I pick?
- Bob: Send me photos
- Lenny:  <file_photo>
- Lenny:  <file_photo>
- Lenny:  <file_photo>
- Bob: I like the first ones best
- Lenny: But I already have purple trousers. Does it make sense to have two pairs?
- Bob: I have four black pairs :D :D
- Lenny: yeah, but shouldn't I pick a different color?
- Bob: what matters is what you'll give you the most outfit options
- Lenny: So I guess I'll buy the first or the third pair then
- Bob: Pick the best quality then
- Lenny: ur right, thx
- Bob: no prob :)"
facebook/opt-350m,Summarize the following text: ,Samsum,"
Will: I'll be home soon, I'll tell you when I get home. ",Emma will be home soon and she will let Will know.,"{'Min_10.0% Prob': 10.028508186340332, 'Min_20.0% Prob': 9.392600536346436, 'Min_30.0% Prob': 8.481122175852457, 'Min_40.0% Prob': 7.410538291931152, 'Min_50.0% Prob': 6.611759662628174}",0.4275662302970886,"{'rouge1': Score(precision=0.36363636363636365, recall=0.2857142857142857, fmeasure=0.32), 'rouge2': Score(precision=0.2, recall=0.15384615384615385, fmeasure=0.17391304347826086), 'rougeL': Score(precision=0.36363636363636365, recall=0.2857142857142857, fmeasure=0.32)}","Will: hey babe, what do you want for dinner tonight?
Emma:  gah, don't even worry about it tonight
Will: what do you mean? everything ok?
Emma: not really, but it's ok, don't worry about cooking though, I'm not hungry
Will: Well what time will you be home?
Emma: soon, hopefully
Will: you sure? Maybe you want me to pick you up?
Emma: no no it's alright. I'll be home soon, i'll tell you when I get home. 
Will: Alright, love you. 
Emma: love you too. ","+ 
- Will: hey babe, what do you want for dinner tonight?
- Emma:  gah, don't even worry about it tonight
- Will: what do you mean? everything ok?
- Emma: not really, but it's ok, don't worry about cooking though, I'm not hungry
- Will: Well what time will you be home?
- Emma: soon, hopefully
- Will: you sure? Maybe you want me to pick you up?
- Emma: no no it's alright. I'll be home soon, i'll tell you when I get home. 
? ^^^^ --------------------                    ^

+ Will: I'll be home soon, I'll tell you when I get home. 
? ^^^^                     ^

- Will: Alright, love you. 
- Emma: love you too. "
facebook/opt-350m,Summarize the following text: ,Samsum,", i'll bring the pastries, i'll bring the tea.
Jane: i'm",Jane is in Warsaw. Ollie and Jane has a party. Jane lost her calendar. They will get a lunch this week on Friday. Ollie accidentally called Jane and talked about whisky. Jane cancels lunch. They'll meet for a tea at 6 pm.,"{'Min_10.0% Prob': 11.133166122436524, 'Min_20.0% Prob': 9.359635092995383, 'Min_30.0% Prob': 8.193428367376328, 'Min_40.0% Prob': 7.272415789690885, 'Min_50.0% Prob': 6.630815523642081}",0.3846043050289154,"{'rouge1': Score(precision=0.06976744186046512, recall=0.23076923076923078, fmeasure=0.10714285714285714), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.046511627906976744, recall=0.15384615384615385, fmeasure=0.07142857142857142)}","Ollie: Hi , are you in Warsaw
Jane: yes, just back! Btw are you free for diner the 19th?
Ollie: nope!
Jane: and the  18th?
Ollie: nope, we have this party and you must be there, remember?
Jane: oh right! i lost my calendar..  thanks for reminding me
Ollie: we have lunch this week?
Jane: with pleasure!
Ollie: friday?
Jane: ok
Jane: what do you mean "" we don't have any more whisky!"" lol..
Ollie: what!!!
Jane: you just call me and the all thing i heard was that sentence about whisky... what's wrong with you?
Ollie: oh oh... very strange! i have to be carefull may be there is some spy in my mobile! lol
Jane: dont' worry, we'll check on friday.
Ollie: don't forget to bring some sun with you
Jane: I can't wait to be in Morocco..
Ollie: enjoy and see you friday
Jane: sorry Ollie, i'm very busy, i won't have time for lunch  tomorrow, but may be at 6pm after my courses?this trip to Morocco was so nice, but time consuming!
Ollie: ok for tea!
Jane: I'm on my way..
Ollie: tea is ready, did you bring the pastries?
Jane: I already ate them all... see you in a minute
Ollie: ok","+ , i'll bring the pastries, i'll bring the tea.
+ Jane: i'm
- Ollie: Hi , are you in Warsaw
- Jane: yes, just back! Btw are you free for diner the 19th?
- Ollie: nope!
- Jane: and the  18th?
- Ollie: nope, we have this party and you must be there, remember?
- Jane: oh right! i lost my calendar..  thanks for reminding me
- Ollie: we have lunch this week?
- Jane: with pleasure!
- Ollie: friday?
- Jane: ok
- Jane: what do you mean "" we don't have any more whisky!"" lol..
- Ollie: what!!!
- Jane: you just call me and the all thing i heard was that sentence about whisky... what's wrong with you?
- Ollie: oh oh... very strange! i have to be carefull may be there is some spy in my mobile! lol
- Jane: dont' worry, we'll check on friday.
- Ollie: don't forget to bring some sun with you
- Jane: I can't wait to be in Morocco..
- Ollie: enjoy and see you friday
- Jane: sorry Ollie, i'm very busy, i won't have time for lunch  tomorrow, but may be at 6pm after my courses?this trip to Morocco was so nice, but time consuming!
- Ollie: ok for tea!
- Jane: I'm on my way..
- Ollie: tea is ready, did you bring the pastries?
- Jane: I already ate them all... see you in a minute
- Ollie: ok"
facebook/opt-350m,Summarize the following text: ,Samsum,"
Hilary: I'm going to go to the bathroom and then I'm going to go",Hilary has the keys to the apartment. Benjamin wants to get them and go take a nap. Hilary is having lunch with some French people at La Cantina. Hilary is meeting them at the entrance to the conference hall at 2 pm. Benjamin and Elliot might join them. They're meeting for the drinks in the evening.,"{'Min_10.0% Prob': 9.594549655914307, 'Min_20.0% Prob': 7.841081069065974, 'Min_30.0% Prob': 6.9495584726333615, 'Min_40.0% Prob': 6.248603529400295, 'Min_50.0% Prob': 5.677761898321264}",0.4878118932247162,"{'rouge1': Score(precision=0.12280701754385964, recall=0.4375, fmeasure=0.19178082191780824), 'rouge2': Score(precision=0.017857142857142856, recall=0.06666666666666667, fmeasure=0.02816901408450704), 'rougeL': Score(precision=0.10526315789473684, recall=0.375, fmeasure=0.1643835616438356)}","Benjamin: Hey guys, what are we doing with the keys today?
Hilary: I've got them. Whoever wants them can meet me at lunchtime or after
Elliot: I'm ok. We're meeting for the drinks in the evening anyway and I guess we'll be going back to the apartment together?
Hilary: Yeah, I guess so
Daniel: I'm with Hilary atm and won't let go of her for the rest of the day, so any option you guys choose is good for me
Benjamin: Hmm I might actually pass by at lunchtime, take the keys and go take a nap. I'm sooo tired after yesterday
Hilary: Sounds good. We'll be having lunch with some French people (the ones who work on the history of food in colonial Mexico - I already see you yawning your head off)
Benjamin: YAAAAWN 🙊 Where and where are you meeting?
Hilary: So I'm meeting them at the entrance to the conference hall at 2 pm and then we'll head to this place called La Cantina. Italian cuisine, which is quite funny, but that's what they've chosen
Benjamin: Interesting 😱 To be honest, Hilary, I almost feel like changing my mind. Wanting to take this nap might end up costing me to dear
Hilary: Oh come on 😂
Benjamin: All these terrible obstacles on mu way to bed might just prove to much to take
Hilary: We'll try to avoid talking about their subject of research. Oh wait, no, I'm actually meeting them because I wanted to chat about their research lol
Elliot: 🙉
Hilary: Do join us, we're going to have fun. And then you'll take the keys and take this most deserved of naps
Elliot: Sounds like a plan 😂
Hilary: 😎
Elliot: See you at 2 then xx","+ 
+ Hilary: I'm going to go to the bathroom and then I'm going to go
- Benjamin: Hey guys, what are we doing with the keys today?
- Hilary: I've got them. Whoever wants them can meet me at lunchtime or after
- Elliot: I'm ok. We're meeting for the drinks in the evening anyway and I guess we'll be going back to the apartment together?
- Hilary: Yeah, I guess so
- Daniel: I'm with Hilary atm and won't let go of her for the rest of the day, so any option you guys choose is good for me
- Benjamin: Hmm I might actually pass by at lunchtime, take the keys and go take a nap. I'm sooo tired after yesterday
- Hilary: Sounds good. We'll be having lunch with some French people (the ones who work on the history of food in colonial Mexico - I already see you yawning your head off)
- Benjamin: YAAAAWN 🙊 Where and where are you meeting?
- Hilary: So I'm meeting them at the entrance to the conference hall at 2 pm and then we'll head to this place called La Cantina. Italian cuisine, which is quite funny, but that's what they've chosen
- Benjamin: Interesting 😱 To be honest, Hilary, I almost feel like changing my mind. Wanting to take this nap might end up costing me to dear
- Hilary: Oh come on 😂
- Benjamin: All these terrible obstacles on mu way to bed might just prove to much to take
- Hilary: We'll try to avoid talking about their subject of research. Oh wait, no, I'm actually meeting them because I wanted to chat about their research lol
- Elliot: 🙉
- Hilary: Do join us, we're going to have fun. And then you'll take the keys and take this most deserved of naps
- Elliot: Sounds like a plan 😂
- Hilary: 😎
- Elliot: See you at 2 then xx"
facebook/opt-350m,Summarize the following text: ,Samsum,"
Max: I'm a sucker for books.
Payton: I'm a sucker",Payton provides Max with websites selling clothes. Payton likes browsing and trying on the clothes but not necessarily buying them. Payton usually buys clothes and books as he loves reading.,"{'Min_10.0% Prob': 12.377382278442383, 'Min_20.0% Prob': 10.536705493927002, 'Min_30.0% Prob': 8.950278329849244, 'Min_40.0% Prob': 8.038087184612568, 'Min_50.0% Prob': 7.185500313253963}",0.5667800903320312,"{'rouge1': Score(precision=0.1, recall=0.25, fmeasure=0.14285714285714288), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.06666666666666667, recall=0.16666666666666666, fmeasure=0.09523809523809522)}","Max: Know any good sites to buy clothes from?
Payton: Sure :) <file_other> <file_other> <file_other> <file_other> <file_other> <file_other> <file_other>
Max: That's a lot of them!
Payton: Yeah, but they have different things so I usually buy things from 2 or 3 of them.
Max: I'll check them out. Thanks. 
Payton: No problem :)
Max: How about u?
Payton: What about me?
Max: Do u like shopping?
Payton: Yes and no.
Max: How come?
Payton: I like browsing, trying on, looking in the mirror and seeing how I look, but not always buying.
Max: Y not?
Payton: Isn't it obvious? ;)
Max: Sry ;)
Payton: If I bought everything I liked, I'd have nothing left to live on ;)
Max: Same here, but probably different category ;)
Payton: Lol
Max: So what do u usually buy?
Payton: Well, I have 2 things I must struggle to resist!
Max: Which are?
Payton: Clothes, ofc ;)
Max: Right. And the second one?
Payton: Books. I absolutely love reading!
Max: Gr8! What books do u read?
Payton: Everything I can get my hands on :)
Max: Srsly?
Payton: Yup :)","+ 
+ Max: I'm a sucker for books.
+ Payton: I'm a sucker
- Max: Know any good sites to buy clothes from?
- Payton: Sure :) <file_other> <file_other> <file_other> <file_other> <file_other> <file_other> <file_other>
- Max: That's a lot of them!
- Payton: Yeah, but they have different things so I usually buy things from 2 or 3 of them.
- Max: I'll check them out. Thanks. 
- Payton: No problem :)
- Max: How about u?
- Payton: What about me?
- Max: Do u like shopping?
- Payton: Yes and no.
- Max: How come?
- Payton: I like browsing, trying on, looking in the mirror and seeing how I look, but not always buying.
- Max: Y not?
- Payton: Isn't it obvious? ;)
- Max: Sry ;)
- Payton: If I bought everything I liked, I'd have nothing left to live on ;)
- Max: Same here, but probably different category ;)
- Payton: Lol
- Max: So what do u usually buy?
- Payton: Well, I have 2 things I must struggle to resist!
- Max: Which are?
- Payton: Clothes, ofc ;)
- Max: Right. And the second one?
- Payton: Books. I absolutely love reading!
- Max: Gr8! What books do u read?
- Payton: Everything I can get my hands on :)
- Max: Srsly?
- Payton: Yup :)"
facebook/opt-350m,Summarize the following text: ,Samsum,"
Rita: I'm really not cut out for this level of boredom.
T",Rita and Tina are bored at work and have still 4 hours left.,"{'Min_10.0% Prob': 10.692877769470215, 'Min_20.0% Prob': 10.31891949971517, 'Min_30.0% Prob': 9.491852760314941, 'Min_40.0% Prob': 8.196723143259684, 'Min_50.0% Prob': 7.664575168064663}",0.5585261583328247,"{'rouge1': Score(precision=0.07692307692307693, recall=0.07692307692307693, fmeasure=0.07692307692307693), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.07692307692307693, recall=0.07692307692307693, fmeasure=0.07692307692307693)}","Rita: I'm so bloody tired. Falling asleep at work. :-(
Tina: I know what you mean.
Tina: I keep on nodding off at my keyboard hoping that the boss doesn't notice..
Rita: The time just keeps on dragging on and on and on.... 
Rita: I keep on looking at the clock and there's still 4 hours of this drudgery to go.
Tina: Times like these I really hate my work.
Rita: I'm really not cut out for this level of boredom.
Tina: Neither am I.","+ 
- Rita: I'm so bloody tired. Falling asleep at work. :-(
- Tina: I know what you mean.
- Tina: I keep on nodding off at my keyboard hoping that the boss doesn't notice..
- Rita: The time just keeps on dragging on and on and on.... 
- Rita: I keep on looking at the clock and there's still 4 hours of this drudgery to go.
- Tina: Times like these I really hate my work.
  Rita: I'm really not cut out for this level of boredom.
- Tina: Neither am I.
+ T"
facebook/opt-350m,Summarize the following text: ,Samsum,"
Beatrice: I'm not going to die.
Leo: I'm not","Beatrice wants to buy Leo a scarf, but he doesn't like scarves. She cares about his health and will buy him a scarf no matter his opinion.","{'Min_10.0% Prob': 9.890673955281576, 'Min_20.0% Prob': 8.790098428726196, 'Min_30.0% Prob': 7.494747797648112, 'Min_40.0% Prob': 6.311486042462862, 'Min_50.0% Prob': 5.6999391913414}",0.5447405576705933,"{'rouge1': Score(precision=0.10714285714285714, recall=0.2727272727272727, fmeasure=0.15384615384615383), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.10714285714285714, recall=0.2727272727272727, fmeasure=0.15384615384615383)}","Beatrice: I am in town, shopping. They have nice scarfs in the shop next to the church. Do you want one?
Leo: No, thanks
Beatrice: But you don't have a scarf.
Leo: Because I don't need it.
Beatrice: Last winter you had a cold all the time. A scarf could help.
Leo: I don't like them.
Beatrice: Actually, I don't care. You will get a scarf.
Leo: How understanding of you!
Beatrice: You were complaining the whole winter that you're going to die. I've had enough.
Leo: Eh.","+ 
+ Beatrice: I'm not going to die.
+ Leo: I'm not
- Beatrice: I am in town, shopping. They have nice scarfs in the shop next to the church. Do you want one?
- Leo: No, thanks
- Beatrice: But you don't have a scarf.
- Leo: Because I don't need it.
- Beatrice: Last winter you had a cold all the time. A scarf could help.
- Leo: I don't like them.
- Beatrice: Actually, I don't care. You will get a scarf.
- Leo: How understanding of you!
- Beatrice: You were complaining the whole winter that you're going to die. I've had enough.
- Leo: Eh."
facebook/opt-350m,Summarize the following text: ,Samsum," man, i just need to get some sleep
Ivan: yeah man, i just need to",Eric doesn't know if his parents let him go to Ivan's brother's wedding. Ivan will talk to them.,"{'Min_10.0% Prob': 11.71135663986206, 'Min_20.0% Prob': 9.780962586402893, 'Min_30.0% Prob': 8.460410833358765, 'Min_40.0% Prob': 7.165524005889893, 'Min_50.0% Prob': 6.550838167017156}",0.3647418320178985,"{'rouge1': Score(precision=0.14285714285714285, recall=0.2, fmeasure=0.16666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14285714285714285, recall=0.2, fmeasure=0.16666666666666666)}","Ivan: hey eric
Eric: yeah man
Ivan: so youre coming to the wedding
Eric: your brother's
Ivan: yea
Eric: i dont know mannn
Ivan: YOU DONT KNOW??
Eric: i just have a lot to do at home, plus i dont know if my parents would let me
Ivan: ill take care of your parents
Eric: youre telling me you have the guts to talk to them XD
Ivan: thats my problem
Eric: okay man, if you say so
Ivan: yea just be there 
Eric: alright","+  man, i just need to get some sleep
+ Ivan: yeah man, i just need to
- Ivan: hey eric
- Eric: yeah man
- Ivan: so youre coming to the wedding
- Eric: your brother's
- Ivan: yea
- Eric: i dont know mannn
- Ivan: YOU DONT KNOW??
- Eric: i just have a lot to do at home, plus i dont know if my parents would let me
- Ivan: ill take care of your parents
- Eric: youre telling me you have the guts to talk to them XD
- Ivan: thats my problem
- Eric: okay man, if you say so
- Ivan: yea just be there 
- Eric: alright"
