Model,Task_Prefix,Dataset_Name,Model_Responses,Gold_Labels,Min_K_Responses,cos_sim_scores,rouge_sim_scores,Input,Text_Diff
HuggingFaceTB/SmolLM2-135M-Instruct,Summarize the following text: ,Samsum,"assistant
Hannah: Hey, do you have Betty's number?
Amanda:",Hannah needs Betty's number but Amanda doesn't have it. She needs to contact Larry.,"{'Min_10.0% Prob': 15.749812126159668, 'Min_20.0% Prob': 14.12217934926351, 'Min_30.0% Prob': 12.508716773986816, 'Min_40.0% Prob': 11.061319623674665, 'Min_50.0% Prob': 9.635110166337755}",0.7638365030288696,"{'rouge1': Score(precision=0.375, recall=0.6, fmeasure=0.4615384615384615), 'rouge2': Score(precision=0.13333333333333333, recall=0.2222222222222222, fmeasure=0.16666666666666669), 'rougeL': Score(precision=0.3125, recall=0.5, fmeasure=0.38461538461538464)}","Hannah: Hey, do you have Betty's number?
Amanda: Lemme check
Hannah: <file_gif>
Amanda: Sorry, can't find it.
Amanda: Ask Larry
Amanda: He called her last time we were at the park together
Hannah: I don't know him well
Hannah: <file_gif>
Amanda: Don't be shy, he's very nice
Hannah: If you say so..
Hannah: I'd rather you texted him
Amanda: Just text him 🙂
Hannah: Urgh.. Alright
Hannah: Bye
Amanda: Bye bye","+ assistant
  Hannah: Hey, do you have Betty's number?
+ Amanda:
- Amanda: Lemme check
- Hannah: <file_gif>
- Amanda: Sorry, can't find it.
- Amanda: Ask Larry
- Amanda: He called her last time we were at the park together
- Hannah: I don't know him well
- Hannah: <file_gif>
- Amanda: Don't be shy, he's very nice
- Hannah: If you say so..
- Hannah: I'd rather you texted him
- Amanda: Just text him 🙂
- Hannah: Urgh.. Alright
- Hannah: Bye
- Amanda: Bye bye"
HuggingFaceTB/SmolLM2-135M-Instruct,Summarize the following text: ,Samsum,"assistant
Eric: MACHINE!
Rob: MACHINE!
E",Eric and Rob are going to watch a stand-up on youtube.,"{'Min_10.0% Prob': 14.306936264038086, 'Min_20.0% Prob': 10.027985254923502, 'Min_30.0% Prob': 9.279701590538025, 'Min_40.0% Prob': 8.20065196355184, 'Min_50.0% Prob': 7.783856528145926}",0.4875955581665039,"{'rouge1': Score(precision=0.16666666666666666, recall=0.3333333333333333, fmeasure=0.2222222222222222), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.16666666666666666, recall=0.3333333333333333, fmeasure=0.2222222222222222)}","Eric: MACHINE!
Rob: That's so gr8!
Eric: I know! And shows how Americans see Russian ;)
Rob: And it's really funny!
Eric: I know! I especially like the train part!
Rob: Hahaha! No one talks to the machine like that!
Eric: Is this his only stand-up?
Rob: Idk. I'll check.
Eric: Sure.
Rob: Turns out no! There are some of his stand-ups on youtube.
Eric: Gr8! I'll watch them now!
Rob: Me too!
Eric: MACHINE!
Rob: MACHINE!
Eric: TTYL?
Rob: Sure :)","+ assistant
- Eric: MACHINE!
- Rob: That's so gr8!
- Eric: I know! And shows how Americans see Russian ;)
- Rob: And it's really funny!
- Eric: I know! I especially like the train part!
- Rob: Hahaha! No one talks to the machine like that!
- Eric: Is this his only stand-up?
- Rob: Idk. I'll check.
- Eric: Sure.
- Rob: Turns out no! There are some of his stand-ups on youtube.
- Eric: Gr8! I'll watch them now!
- Rob: Me too!
  Eric: MACHINE!
  Rob: MACHINE!
+ E
- Eric: TTYL?
- Rob: Sure :)"
HuggingFaceTB/SmolLM2-135M-Instruct,Summarize the following text: ,Samsum,"assistant
Lenny: Babe, can you help me with something?
Bob:",Lenny can't decide which trousers to buy. Bob advised Lenny on that topic. Lenny goes with Bob's advice to pick the trousers that are of best quality.,"{'Min_10.0% Prob': 12.968859354654947, 'Min_20.0% Prob': 9.753454685211182, 'Min_30.0% Prob': 7.93960485458374, 'Min_40.0% Prob': 7.1450629601111775, 'Min_50.0% Prob': 6.385021981071024}",0.4320191144943237,"{'rouge1': Score(precision=0.13793103448275862, recall=0.4, fmeasure=0.20512820512820515), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.13793103448275862, recall=0.4, fmeasure=0.20512820512820515)}","Lenny: Babe, can you help me with something?
Bob: Sure, what's up?
Lenny: Which one should I pick?
Bob: Send me photos
Lenny:  <file_photo>
Lenny:  <file_photo>
Lenny:  <file_photo>
Bob: I like the first ones best
Lenny: But I already have purple trousers. Does it make sense to have two pairs?
Bob: I have four black pairs :D :D
Lenny: yeah, but shouldn't I pick a different color?
Bob: what matters is what you'll give you the most outfit options
Lenny: So I guess I'll buy the first or the third pair then
Bob: Pick the best quality then
Lenny: ur right, thx
Bob: no prob :)","+ assistant
  Lenny: Babe, can you help me with something?
+ Bob:
- Bob: Sure, what's up?
- Lenny: Which one should I pick?
- Bob: Send me photos
- Lenny:  <file_photo>
- Lenny:  <file_photo>
- Lenny:  <file_photo>
- Bob: I like the first ones best
- Lenny: But I already have purple trousers. Does it make sense to have two pairs?
- Bob: I have four black pairs :D :D
- Lenny: yeah, but shouldn't I pick a different color?
- Bob: what matters is what you'll give you the most outfit options
- Lenny: So I guess I'll buy the first or the third pair then
- Bob: Pick the best quality then
- Lenny: ur right, thx
- Bob: no prob :)"
HuggingFaceTB/SmolLM2-135M-Instruct,Summarize the following text: ,Samsum,"assistant
Will: Hey, what do you want for dinner tonight?
Emma:",Emma will be home soon and she will let Will know.,"{'Min_10.0% Prob': 11.380273818969727, 'Min_20.0% Prob': 10.737038612365723, 'Min_30.0% Prob': 9.405093828837076, 'Min_40.0% Prob': 8.534648418426514, 'Min_50.0% Prob': 7.034675677617391}",0.5754280090332031,"{'rouge1': Score(precision=0.18181818181818182, recall=0.18181818181818182, fmeasure=0.18181818181818182), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.09090909090909091, recall=0.09090909090909091, fmeasure=0.09090909090909091)}","Will: hey babe, what do you want for dinner tonight?
Emma:  gah, don't even worry about it tonight
Will: what do you mean? everything ok?
Emma: not really, but it's ok, don't worry about cooking though, I'm not hungry
Will: Well what time will you be home?
Emma: soon, hopefully
Will: you sure? Maybe you want me to pick you up?
Emma: no no it's alright. I'll be home soon, i'll tell you when I get home. 
Will: Alright, love you. 
Emma: love you too. ","+ assistant
- Will: hey babe, what do you want for dinner tonight?
?       ^  -----

+ Will: Hey, what do you want for dinner tonight?
?       ^

+ Emma:
- Emma:  gah, don't even worry about it tonight
- Will: what do you mean? everything ok?
- Emma: not really, but it's ok, don't worry about cooking though, I'm not hungry
- Will: Well what time will you be home?
- Emma: soon, hopefully
- Will: you sure? Maybe you want me to pick you up?
- Emma: no no it's alright. I'll be home soon, i'll tell you when I get home. 
- Will: Alright, love you. 
- Emma: love you too. "
HuggingFaceTB/SmolLM2-135M-Instruct,Summarize the following text: ,Samsum,"assistant
Ollie: Hi, are you in Warsaw?
Jane: no,",Jane is in Warsaw. Ollie and Jane has a party. Jane lost her calendar. They will get a lunch this week on Friday. Ollie accidentally called Jane and talked about whisky. Jane cancels lunch. They'll meet for a tea at 6 pm.,"{'Min_10.0% Prob': 9.916627311706543, 'Min_20.0% Prob': 8.581800677559592, 'Min_30.0% Prob': 7.848693549633026, 'Min_40.0% Prob': 7.012560454281894, 'Min_50.0% Prob': 6.287496830735888}",0.6748881936073303,"{'rouge1': Score(precision=0.09302325581395349, recall=0.4444444444444444, fmeasure=0.15384615384615385), 'rouge2': Score(precision=0.023809523809523808, recall=0.125, fmeasure=0.04), 'rougeL': Score(precision=0.06976744186046512, recall=0.3333333333333333, fmeasure=0.11538461538461539)}","Ollie: Hi , are you in Warsaw
Jane: yes, just back! Btw are you free for diner the 19th?
Ollie: nope!
Jane: and the  18th?
Ollie: nope, we have this party and you must be there, remember?
Jane: oh right! i lost my calendar..  thanks for reminding me
Ollie: we have lunch this week?
Jane: with pleasure!
Ollie: friday?
Jane: ok
Jane: what do you mean "" we don't have any more whisky!"" lol..
Ollie: what!!!
Jane: you just call me and the all thing i heard was that sentence about whisky... what's wrong with you?
Ollie: oh oh... very strange! i have to be carefull may be there is some spy in my mobile! lol
Jane: dont' worry, we'll check on friday.
Ollie: don't forget to bring some sun with you
Jane: I can't wait to be in Morocco..
Ollie: enjoy and see you friday
Jane: sorry Ollie, i'm very busy, i won't have time for lunch  tomorrow, but may be at 6pm after my courses?this trip to Morocco was so nice, but time consuming!
Ollie: ok for tea!
Jane: I'm on my way..
Ollie: tea is ready, did you bring the pastries?
Jane: I already ate them all... see you in a minute
Ollie: ok","+ assistant
- Ollie: Hi , are you in Warsaw
?          -

+ Ollie: Hi, are you in Warsaw?
?                             +

- Jane: yes, just back! Btw are you free for diner the 19th?
- Ollie: nope!
- Jane: and the  18th?
- Ollie: nope, we have this party and you must be there, remember?
- Jane: oh right! i lost my calendar..  thanks for reminding me
- Ollie: we have lunch this week?
- Jane: with pleasure!
- Ollie: friday?
- Jane: ok
?        ^

+ Jane: no,
?       + ^

- Jane: what do you mean "" we don't have any more whisky!"" lol..
- Ollie: what!!!
- Jane: you just call me and the all thing i heard was that sentence about whisky... what's wrong with you?
- Ollie: oh oh... very strange! i have to be carefull may be there is some spy in my mobile! lol
- Jane: dont' worry, we'll check on friday.
- Ollie: don't forget to bring some sun with you
- Jane: I can't wait to be in Morocco..
- Ollie: enjoy and see you friday
- Jane: sorry Ollie, i'm very busy, i won't have time for lunch  tomorrow, but may be at 6pm after my courses?this trip to Morocco was so nice, but time consuming!
- Ollie: ok for tea!
- Jane: I'm on my way..
- Ollie: tea is ready, did you bring the pastries?
- Jane: I already ate them all... see you in a minute
- Ollie: ok"
HuggingFaceTB/SmolLM2-135M-Instruct,Summarize the following text: ,Samsum,,Hilary has the keys to the apartment. Benjamin wants to get them and go take a nap. Hilary is having lunch with some French people at La Cantina. Hilary is meeting them at the entrance to the conference hall at 2 pm. Benjamin and Elliot might join them. They're meeting for the drinks in the evening.,"{'Min_10.0% Prob': 9.62205139795939, 'Min_20.0% Prob': 8.123497045957125, 'Min_30.0% Prob': 7.221595811843872, 'Min_40.0% Prob': 6.520252051176848, 'Min_50.0% Prob': 5.879819771822761}",0.0885861814022064,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0, recall=0, fmeasure=0)}","Benjamin: Hey guys, what are we doing with the keys today?
Hilary: I've got them. Whoever wants them can meet me at lunchtime or after
Elliot: I'm ok. We're meeting for the drinks in the evening anyway and I guess we'll be going back to the apartment together?
Hilary: Yeah, I guess so
Daniel: I'm with Hilary atm and won't let go of her for the rest of the day, so any option you guys choose is good for me
Benjamin: Hmm I might actually pass by at lunchtime, take the keys and go take a nap. I'm sooo tired after yesterday
Hilary: Sounds good. We'll be having lunch with some French people (the ones who work on the history of food in colonial Mexico - I already see you yawning your head off)
Benjamin: YAAAAWN 🙊 Where and where are you meeting?
Hilary: So I'm meeting them at the entrance to the conference hall at 2 pm and then we'll head to this place called La Cantina. Italian cuisine, which is quite funny, but that's what they've chosen
Benjamin: Interesting 😱 To be honest, Hilary, I almost feel like changing my mind. Wanting to take this nap might end up costing me to dear
Hilary: Oh come on 😂
Benjamin: All these terrible obstacles on mu way to bed might just prove to much to take
Hilary: We'll try to avoid talking about their subject of research. Oh wait, no, I'm actually meeting them because I wanted to chat about their research lol
Elliot: 🙉
Hilary: Do join us, we're going to have fun. And then you'll take the keys and take this most deserved of naps
Elliot: Sounds like a plan 😂
Hilary: 😎
Elliot: See you at 2 then xx","+ nan
- Benjamin: Hey guys, what are we doing with the keys today?
- Hilary: I've got them. Whoever wants them can meet me at lunchtime or after
- Elliot: I'm ok. We're meeting for the drinks in the evening anyway and I guess we'll be going back to the apartment together?
- Hilary: Yeah, I guess so
- Daniel: I'm with Hilary atm and won't let go of her for the rest of the day, so any option you guys choose is good for me
- Benjamin: Hmm I might actually pass by at lunchtime, take the keys and go take a nap. I'm sooo tired after yesterday
- Hilary: Sounds good. We'll be having lunch with some French people (the ones who work on the history of food in colonial Mexico - I already see you yawning your head off)
- Benjamin: YAAAAWN 🙊 Where and where are you meeting?
- Hilary: So I'm meeting them at the entrance to the conference hall at 2 pm and then we'll head to this place called La Cantina. Italian cuisine, which is quite funny, but that's what they've chosen
- Benjamin: Interesting 😱 To be honest, Hilary, I almost feel like changing my mind. Wanting to take this nap might end up costing me to dear
- Hilary: Oh come on 😂
- Benjamin: All these terrible obstacles on mu way to bed might just prove to much to take
- Hilary: We'll try to avoid talking about their subject of research. Oh wait, no, I'm actually meeting them because I wanted to chat about their research lol
- Elliot: 🙉
- Hilary: Do join us, we're going to have fun. And then you'll take the keys and take this most deserved of naps
- Elliot: Sounds like a plan 😂
- Hilary: 😎
- Elliot: See you at 2 then xx"
HuggingFaceTB/SmolLM2-135M-Instruct,Summarize the following text: ,Samsum,"assistant
Max: Yes, but they have different things so I usually buy things from ",Payton provides Max with websites selling clothes. Payton likes browsing and trying on the clothes but not necessarily buying them. Payton usually buys clothes and books as he loves reading.,"{'Min_10.0% Prob': 11.90256373087565, 'Min_20.0% Prob': 9.697030748639788, 'Min_30.0% Prob': 8.79330759048462, 'Min_40.0% Prob': 7.760915449687412, 'Min_50.0% Prob': 7.114937291425817}",0.2960551381111145,"{'rouge1': Score(precision=0.13333333333333333, recall=0.2857142857142857, fmeasure=0.18181818181818182), 'rouge2': Score(precision=0.034482758620689655, recall=0.07692307692307693, fmeasure=0.04761904761904762), 'rougeL': Score(precision=0.13333333333333333, recall=0.2857142857142857, fmeasure=0.18181818181818182)}","Max: Know any good sites to buy clothes from?
Payton: Sure :) <file_other> <file_other> <file_other> <file_other> <file_other> <file_other> <file_other>
Max: That's a lot of them!
Payton: Yeah, but they have different things so I usually buy things from 2 or 3 of them.
Max: I'll check them out. Thanks. 
Payton: No problem :)
Max: How about u?
Payton: What about me?
Max: Do u like shopping?
Payton: Yes and no.
Max: How come?
Payton: I like browsing, trying on, looking in the mirror and seeing how I look, but not always buying.
Max: Y not?
Payton: Isn't it obvious? ;)
Max: Sry ;)
Payton: If I bought everything I liked, I'd have nothing left to live on ;)
Max: Same here, but probably different category ;)
Payton: Lol
Max: So what do u usually buy?
Payton: Well, I have 2 things I must struggle to resist!
Max: Which are?
Payton: Clothes, ofc ;)
Max: Right. And the second one?
Payton: Books. I absolutely love reading!
Max: Gr8! What books do u read?
Payton: Everything I can get my hands on :)
Max: Srsly?
Payton: Yup :)","+ assistant
- Max: Know any good sites to buy clothes from?
- Payton: Sure :) <file_other> <file_other> <file_other> <file_other> <file_other> <file_other> <file_other>
- Max: That's a lot of them!
- Payton: Yeah, but they have different things so I usually buy things from 2 or 3 of them.
? ^ ^^^^    ^^                                                              ---------------

+ Max: Yes, but they have different things so I usually buy things from 
? ^ ^    ^

- Max: I'll check them out. Thanks. 
- Payton: No problem :)
- Max: How about u?
- Payton: What about me?
- Max: Do u like shopping?
- Payton: Yes and no.
- Max: How come?
- Payton: I like browsing, trying on, looking in the mirror and seeing how I look, but not always buying.
- Max: Y not?
- Payton: Isn't it obvious? ;)
- Max: Sry ;)
- Payton: If I bought everything I liked, I'd have nothing left to live on ;)
- Max: Same here, but probably different category ;)
- Payton: Lol
- Max: So what do u usually buy?
- Payton: Well, I have 2 things I must struggle to resist!
- Max: Which are?
- Payton: Clothes, ofc ;)
- Max: Right. And the second one?
- Payton: Books. I absolutely love reading!
- Max: Gr8! What books do u read?
- Payton: Everything I can get my hands on :)
- Max: Srsly?
- Payton: Yup :)"
HuggingFaceTB/SmolLM2-135M-Instruct,Summarize the following text: ,Samsum,"assistant
Rita: I'm so tired. Falling asleep at work.
T",Rita and Tina are bored at work and have still 4 hours left.,"{'Min_10.0% Prob': 17.0440673828125, 'Min_20.0% Prob': 11.981645901997885, 'Min_30.0% Prob': 10.935665965080261, 'Min_40.0% Prob': 8.780895590782166, 'Min_50.0% Prob': 7.409720927476883}",0.6017327308654785,"{'rouge1': Score(precision=0.23076923076923078, recall=0.2727272727272727, fmeasure=0.24999999999999994), 'rouge2': Score(precision=0.08333333333333333, recall=0.1, fmeasure=0.0909090909090909), 'rougeL': Score(precision=0.23076923076923078, recall=0.2727272727272727, fmeasure=0.24999999999999994)}","Rita: I'm so bloody tired. Falling asleep at work. :-(
Tina: I know what you mean.
Tina: I keep on nodding off at my keyboard hoping that the boss doesn't notice..
Rita: The time just keeps on dragging on and on and on.... 
Rita: I keep on looking at the clock and there's still 4 hours of this drudgery to go.
Tina: Times like these I really hate my work.
Rita: I'm really not cut out for this level of boredom.
Tina: Neither am I.","+ assistant
- Rita: I'm so bloody tired. Falling asleep at work. :-(
?             -------                               ----

+ Rita: I'm so tired. Falling asleep at work.
+ T
- Tina: I know what you mean.
- Tina: I keep on nodding off at my keyboard hoping that the boss doesn't notice..
- Rita: The time just keeps on dragging on and on and on.... 
- Rita: I keep on looking at the clock and there's still 4 hours of this drudgery to go.
- Tina: Times like these I really hate my work.
- Rita: I'm really not cut out for this level of boredom.
- Tina: Neither am I."
HuggingFaceTB/SmolLM2-135M-Instruct,Summarize the following text: ,Samsum,"assistant
Beatrice: I am in town, shopping. They have nice scarfs","Beatrice wants to buy Leo a scarf, but he doesn't like scarves. She cares about his health and will buy him a scarf no matter his opinion.","{'Min_10.0% Prob': 9.750260353088379, 'Min_20.0% Prob': 8.578810351235527, 'Min_30.0% Prob': 7.854753828048706, 'Min_40.0% Prob': 6.716439587729318, 'Min_50.0% Prob': 6.040470670251286}",0.565431535243988,"{'rouge1': Score(precision=0.07142857142857142, recall=0.18181818181818182, fmeasure=0.10256410256410255), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.07142857142857142, recall=0.18181818181818182, fmeasure=0.10256410256410255)}","Beatrice: I am in town, shopping. They have nice scarfs in the shop next to the church. Do you want one?
Leo: No, thanks
Beatrice: But you don't have a scarf.
Leo: Because I don't need it.
Beatrice: Last winter you had a cold all the time. A scarf could help.
Leo: I don't like them.
Beatrice: Actually, I don't care. You will get a scarf.
Leo: How understanding of you!
Beatrice: You were complaining the whole winter that you're going to die. I've had enough.
Leo: Eh.","+ assistant
+ Beatrice: I am in town, shopping. They have nice scarfs
- Beatrice: I am in town, shopping. They have nice scarfs in the shop next to the church. Do you want one?
- Leo: No, thanks
- Beatrice: But you don't have a scarf.
- Leo: Because I don't need it.
- Beatrice: Last winter you had a cold all the time. A scarf could help.
- Leo: I don't like them.
- Beatrice: Actually, I don't care. You will get a scarf.
- Leo: How understanding of you!
- Beatrice: You were complaining the whole winter that you're going to die. I've had enough.
- Leo: Eh."
HuggingFaceTB/SmolLM2-135M-Instruct,Summarize the following text: ,Samsum,"assistant
Ivan: Hey, Eric! How's it going? I'm coming to",Eric doesn't know if his parents let him go to Ivan's brother's wedding. Ivan will talk to them.,"{'Min_10.0% Prob': 15.109286785125732, 'Min_20.0% Prob': 12.254369258880615, 'Min_30.0% Prob': 10.527974446614584, 'Min_40.0% Prob': 8.440012772878012, 'Min_50.0% Prob': 7.552260138771751}",0.6105359196662903,"{'rouge1': Score(precision=0.23809523809523808, recall=0.4166666666666667, fmeasure=0.30303030303030304), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14285714285714285, recall=0.25, fmeasure=0.18181818181818182)}","Ivan: hey eric
Eric: yeah man
Ivan: so youre coming to the wedding
Eric: your brother's
Ivan: yea
Eric: i dont know mannn
Ivan: YOU DONT KNOW??
Eric: i just have a lot to do at home, plus i dont know if my parents would let me
Ivan: ill take care of your parents
Eric: youre telling me you have the guts to talk to them XD
Ivan: thats my problem
Eric: okay man, if you say so
Ivan: yea just be there 
Eric: alright","+ assistant
+ Ivan: Hey, Eric! How's it going? I'm coming to
- Ivan: hey eric
- Eric: yeah man
- Ivan: so youre coming to the wedding
- Eric: your brother's
- Ivan: yea
- Eric: i dont know mannn
- Ivan: YOU DONT KNOW??
- Eric: i just have a lot to do at home, plus i dont know if my parents would let me
- Ivan: ill take care of your parents
- Eric: youre telling me you have the guts to talk to them XD
- Ivan: thats my problem
- Eric: okay man, if you say so
- Ivan: yea just be there 
- Eric: alright"
